,entity,label,start,end
84,怀孕,Reason,1264,1266
85,明显高血压,Reason,1267,1272
86,尿路感染,Reason,1273,1277
87,尿白蛋白,Symptom,1290,1294
88,微量白蛋白尿,Symptom,1337,1343
89,大量白蛋白尿,Symptom,1363,1370
90,尿白蛋白阴性,Symptom,1378,1384
91,2型糖尿病,Disease,1389,1395
92,尿白蛋白,Symptom,1408,1412
93,白蛋白尿,Symptom,1455,1459
94,尿白蛋白排泄异常,Symptom,1466,1474
95,ACR,Test,1480,1483
96,尿白蛋Ca/肌酐比值,Test,1484,1494
97,UAE,Test,1495,1498
98,尿白蛋白排泄率,Test,1499,1506
99,糖尿病视网膜病变,Disease,1509,1517
100,糖尿病视网膜病变,Disease,1518,1526
101,糖尿病肾病,Disease,1529,1535
102,糖尿病肾病,Disease,1541,1546
103,糖尿病视网膜病变,Disease,1550,1559
104,糖尿病。肾病,Disease,1568,1574
105,透析,Treatment,1565,1567
106,糖尿病视网膜病变,Disease,1578,1586
107,糖尿病视网膜病变,Disease,1598,1606
108,糖尿病。肾病,Disease,1628,1634
109,大量白蛋白尿,Symptom,1664,1671
110,糖尿病视网膜病变,Disease,1674,1682
111,糖尿病性。肾小球肾病,Disease,1683,1693
112,微量白蛋白尿,Symptom,1751,1757
113,糖尿病视网膜病变,Disease,1820,1829
114,糖尿病视网膜病变,Disease,1952,1960
115,糖尿病。肾病,Disease,1993,1999
116,转化生长因子131(TGF一131),Test,2007,2026
117,免疫球蛋白G(IgG),Test,2029,2040
118,转铁蛋白(TRF),Test,2043,2053
119,细胞外基质(ECM),Test,2056,2066
120,肾损伤分子1(Kim一1),Test,2069,2082
121,中性粒细胞明胶酶相关脂质运载蛋白(NGAL)m1,Test,2083,2108
122,糖尿病肾病,Disease,2111,2117
123,微量白蛋白尿,Symptom,2206,2212
124,糖尿病肾病,Disease,2218,2223
125,糖尿病肾病,Disease,2229,2234
126,糖尿病肾病,Disease,2280,2285
127,肾功能,Test,2289,2292
128,肾功能改变,Symptom,2295,2300
129,糖尿病肾病,Disease,2301,2306
130,GFR,Test,2324,2327
131,GFR,Test,2330,2333
132,慢性肾病(CKD),Disease,2345,2355
133,糖尿病,Disease,2378,2381
134,尿白蛋白排泄异常,Symptom,2384,2392
135,GFR下降,Symptom,2398,2403
136,肾病,Disease,2425,2427
137,尿白蛋白阴性,Symptom,2413,2419
138,GFR,Test,2428,2431
139,糖尿病。肾病,Disease,2434,2441
140,GFR,Test,2449,2452
141,GFR,Test,2517,2520
142,血清肌酐,Test,2527,2531
143,血清肌酐,Test,2534,2538
144,肾小球滤过率,Test,2539,2546
145,肾病,Disease,2735,2737
146,肾功能,Test,2738,2741
147,GFR,Test,2746,2749
148,肾小球滤过率,Test,2750,2756
149,肾脏损伤,Disease,2757,2761
150,病理,Test,2762,2764
151,血,Test,2765,2766
152,尿,Test,2767,2768
153,影像学检查,Test,2769,2775
154,血清肌本酐,Test,2779,2784
155,GFR,Test,2787,2790
156,胱抑素C(CysC),Test,2840,2851
157,2型糖尿病肾病,Disease,2857,2865
158,ESRD,Disease,2868,2872
159,血清肌酐,Test,2877,2881
160,CysC,Test,2886,2890
161,肾功能,Test,2954,2957
162,CysC,Test,2983,2988
163,eGFR,Test,2989,2993
164,CKD,Disease,2998,3001
165,血清肌酐,Test,3019,3023
166,CysC,Test,3024,3028
167,尿白蛋白,Symptom,3055,3059
168,GFR,Test,3060,3063
169,糖尿病肾病,Disease,3085,3090
170,糖尿病肾病,Disease,3064,3069
171,糖尿病,Disease,3100,3103
172,UAE/AER,Test,3159,3166
173,糖尿病,Disease,3174,3177
174,血清肌酐,Test,3202,3206
175,GFR,Test,3215,3218
176,血清肌酐,Test,3209,3213
177,UAE/AER,Test,3182,3189
178,CKD,Disease,3223,3226
179,糖尿病肾病,Disease,3237,3242
180,糖尿病肾病,Disease,3249,3254
181,糖尿病肾病,Disease,3344,3349
182,糖尿病肾脏病变,Disease,3380,3387
183,1型,Disease,3391,3393
184,2型糖尿病,Disease,3394,3400
185,CKD,Disease,3420,3423
186,糖尿病视网膜病变,Disease,3438,3446
187,蛋白尿急剧增多,Symptom,3465,3472
188,肾病综合征,Disease,3474,3479
189,顽固性高血压,Disease,3483,3490
190,血管紧张素转换酶抑制剂(ACEI),Drug,3523,3540
191,血管紧张素Ⅱ受体拮抗剂(ARB),Drug,3541,3558
192,肾小球滤过率,Test,3572,3579
193,白蛋白尿,Symptom,3612,3616
194,糖尿病肾病,Disease,3648,3653
195,糖尿病视网膜病变,Disease,3690,3698
196,eGFR下降,Symptom,3727,3733
197,糖尿病肾病,Disease,3734,3739
198,糖尿病肾病,Disease,3744,3749
199,糖尿病肾病,Disease,3780,3785
200,糖尿病肾病,Disease,3808,3813
201,GFR升高,Symptom,3852,3857
202,<20斗g/min,Test_Value,3886,3895
203,30mg/24h,Test_Value,3897,3906
204,间歇性微量白蛋白尿,Symptom,3917,3926
205,肾小球基底膜轻度增厚,Symptom,3946,3956
206,糖尿病肾病,Disease,3963,3968
207,糖尿病肾脏病变,Disease,3972,3979
208,肾脏病,Disease,3993,3996
209,糖尿病,Disease,4048,4051
210,肾脏损伤,Disease,4067,4071
211,糖尿病,Disease,4073,4076
212,大量白蛋白尿,Symptom,4083,4089
213,糖尿病视网膜病变,Disease,4093,4101
214,微量白蛋白尿,Symptom,4102,4108
215,糖尿病,Disease,4119,4122
216,l型糖尿病,Disease,4125,4130
217,微量白蛋白尿,Symptom,4133,4139
218,大量白蛋白尿,Symptom,4143,4149
219,糖尿病视网膜病变,Disease,4153,4161
220,慢性。肾脏病,Disease,4166,4172
221,糖尿病,Disease,4182,4185
222,l型糖尿病,Disease,4188,4193
223,微量白蛋白尿,Symptom,4196,4202
224,20~200Ixg/min,Test_Value,4208,4222
225,30~300mg/24h,Test_Value,4223,4237
226,持续性微量白蛋白尿,Symptom,4240,4250
227,病理检查,Test,4254,4258
228,肾小球基底膜(GBM)增厚,Test_Value,4258,4271
229,系膜进一步增宽,Test_Value,4272,4280
230,糖尿病肾病,Disease,4291,4296
231,白蛋白尿,Symptom,4304,4308
232,显性,Level,4301,4303
233,微量,Level,4243,4245
234,大量,Level,4143,4145
235,微量,Level,4133,4135
236,微量,Level,4102,4104
237,大量,Level,4083,4085
238,轻度,Level,3952,3954
239,间歇性微量,Level,3917,3922
240,急剧,Level,3468,3470
241,微量,Level,2206,2208
242,微量,Level,1751,1753
243,大量,Level,1664,1666
244,大量,Level,1363,1365
245,微量,Level,1337,1339
246,微量,Level,1036,1038
247,微量,Level,988,990
248,大量,Level,282,284
249,肾病综合征,Disease,4315,4320
250,病理检查,Test,4321,4325
251,肾小球病变,Disease,4325,4330
252,肾小球硬化,Test,4335,4340
253,灶性肾小管萎缩,Test,4341,4348
254,间质纤维化,Test,4349,4354
255,肾衰竭期,Disease,4359,4363
256,糖尿病肾病,Disease,4374,4379
257,病理活检,Test,4391,4395
258,糖尿病肾病,Disease,4399,4404
259,肾脏疾病,Disease,4425,4429
260,肾穿刺,Test,4436,4439
261,糖尿病肾病,Disease,4466,4472
262,1型,Disease,4480,4482
263,肾脏组织光镜,Test,4498,4504
264,电镜,Test,4505,4507
265,免疫荧光染色,Test,4508,4514
266,肾小球损害,Disease,4518,4524
267,肾小管/肾血管损伤,Disease,4525,4534
268,I级,Level,4556,4558
269,1Ia级,Level,4565,4570
270,IIb级,Level,4578,4583
271,Ⅲ级,Level,4592,4594
272,IV级,Level,4612,4616
273,I期,Level,3819,3821
274,IV期,Level,4281,4284
275,V期,Level,4355,4357
276,HI期,Level,3957,3960
277,Ⅱ期,Level,3868,3870
278,GBM增厚,Test_Value,4559,4564
279,轻度系膜增生,Test_Value,4571,4577
280,重度系膜增生,Test_Value,4585,4591
281,结节性硬化(K.w结节),Test_Value,4599,4611
282,晚期糖尿病肾小球硬化,Test_Value,4617,4627
283,下降超过30%,Level,3579,3586
284,肾血管损伤,Symptom,4661,4666
285,血管透明变性,Test_Value,4667,4674
286,大血管硬化,Test_Value,4675,4680
287,糖尿病肾病,Disease,4691,4696
288,糖尿病。肾病,Disease,4700,4706
289,糖尿病肾病,Disease,4721,4727
290,糖尿病,Disease,4738,4741
291,糖耐量受损,Disease,4746,4751
292,空腹血糖受损,Disease,4753,4759
293,糖尿病,Disease,4783,4786
294,糖尿病肾病,Disease,4787,4792
295,糖尿病肾病,Disease,4801,4807
296,微量白蛋白尿,Symptom,4814,4820
297,微量,Level,4814,4816
298,糖尿病肾病,Disease,4829,4835
299,大量蛋白尿,Symptom,4843,4848
300,大量,Level,4843,4845
301,肾功能不全,Disease,4863,4868
302,肾功能不全,Disease,4884,4889
303,肾脏替代治疗,Treatment,4892,4898
304,糖尿病肾病,Disease,4899,4904
305,血压,Test,4916,4918
306,尿蛋白,Symptom,4921,4924
307,肾功能不全,Disease,4949,4954
308,透析治疗,Treatment,4959,4964
309,糖尿病肾病,Disease,5010,5015
310,肾功能,Test,5020,5023
311,糖尿病肾病,Disease,5058,5063
312,肾功能衰竭,Disease,5066,5071
313,超过总热量20%,Level,5199,5207
314,轻度肾损伤,Symptom,5209,5214
315,轻度,Level,5209,5211
316,糖尿病,Disease,5214,5217
317,肾功能的下降,Symptom,5220,5227
318,糖尿病,Disease,5230,5233
319,高血压,Disease,5235,5238
320,微量白蛋白尿,Symptom,5241,5247
321,微量,Level,5241,5243
322,糖尿病肾病,Disease,5259,5264
323,不超过总热量的15%,Level,5289,5299
324,微量白蛋白尿,Symptom,5300,5306
325,微量,Level,5300,5302
326,0.8~1.0g,Test_Value,5317,5326
327,显性蛋白尿者,Symptom,5327,5333
328,显性,Level,5327,5329
329,肾功能损害,Disease,5334,5340
330,0.6~0.8,Test_Value,5345,5352
331,ARB/ACEI类药物,Drug,5481,5492
332,糖尿病。肾病,Disease,5499,5505
333,心血管疾病,Disease,5506,5511
334,高血压者,Disease,5572,5577
335,持续超过3个月,Duration,650,657
336,糖尿病肾病,Disease,5639,5644
337,糖尿病肾病,Disease,5610,5615
338,糖尿病,Disease,5664,5667
339,肾病,Disease,5668,5670
340,尿蛋白暂时升高,Symptom,5673,5681
341,糖尿病,Disease,5741,5744
342,糖尿病肾病,Disease,5745,5750
343,1型糖尿病微血管病变,Disease,5789,5800
344,糖尿病肾病,Disease,5876,5882
345,糖尿病。肾病,Disease,5892,5898
346,胰岛素水平不足,Reason,6004,6011
347,酮症,Disease,6013,6015
348,过度耗能,Reason,6019,6024
349,低血糖,Symptom,6026,6029
350,糖尿病。肾病,Disease,6059,6065
351,ESRD,Disease,6121,6125
352,糖尿病肾病,Disease,6126,6131
353,吸烟,Reason,6198,6200
354,糖尿病肾病,Disease,6201,6206
355,蛋白尿,Symptom,6208,6211
356,肾功能进展,Symptom,6212,6217
357,糖尿病,Disease,6235,6238
358,糖尿病肾病,Disease,6246,6251
359,2型糖尿病,Disease,6357,6363
360,糖尿病肾病,Disease,6376,6381
361,糖尿病肾病,Disease,6404,6409
362,7%,Test_Value,6453,6455
363,7%~9%,Test_Value,6484,6489
364,CKD,Disease,6492,6495
365,果糖胺,Test,6536,6539
366,化血清白蛋白,Test,6541,6548
367,双胍类,Drug,6577,6580
368,磺脲类,Drug,6581,6584
369,格列奈类,Drug,6585,6590
370,噻唑烷二酮类,Drug,6591,6597
371,d一糖苷酶抑制剂,Drug,6598,6606
372,二肽基肽酶Ⅳ(DPP.4)抑制剂,Drug,6607,6624
373,胰高血糖素样肽1(GLP.1)类似物,Drug,6625,6643
374,胰岛素,Drug,6644,6647
375,糖尿病肾病,Disease,6664,6669
376,肾功能不全,Disease,6673,6679
377,双胍类,Drug,6732,6735
378,二甲双胍,Drug,6739,6743
379,肥胖,Disease,6794,6796
380,胰岛素,Drug,6801,6804
381,1型,Disease,6809,6811
382,格刊本鼍,Drug,6852,6856
383,维格列汀,Drug,6862,6866
384,沙格列汀,Drug,6871,6875
385,格列美冀,Drug,6883,6887
386,二甲双瓤,Drug,6888,6892
387,艾塞郅肚,Drug,6893,6897
388,利拉●肚,Drug,6898,6902
389,西椿列汀,Drug,6903,6907
390,邵格列奈,Drug,6908,6912
391,毗椿列酮,Drug,6913,6917
392,格列奇特,Drug,6918,6922
393,格列吡嚷,Drug,6923,6927
394,格列睦酮,Drug,6928,6932
395,阿卡渡糖,Drug,6933,6937
396,伏格列渡蘑,Drug,6938,6943
397,璃格列亲,Drug,6944,6948
398,利拉利汀,Drug,6949,6953
399,坎地沙坦,Drug,6954,6958
400,伊贝沙坦,Drug,6959,6963
401,卡托瞢利,Drug,6964,6968
402,培噪瞢利,Drug,6969,6973
403,赣诺普利,Drug,6974,6978
404,贝那普利,Drug,6979,6983
405,冒米瞢利,Drug,6984,6988
406,福辛瞢利,Drug,6989,6993
407,瞢米沙坦,Drug,6994,6998
408,囊抄坦,Drug,6999,7002
409,氯涉坦,Drug,7003,7006
410,奥美沙坦,Drug,7007,7011
411,膏子拮抗剂,Drug,7012,7017
412,瞢伐他汀,Drug,7018,7022
413,阿昔莫司,Drug,7023,7027
414,吉非罗齐,Drug,7028,7032
415,氯伐他汀,Drug,7033,7037
416,辛伐他汀,Drug,7038,7042
417,非诺贝特,Drug,7043,7047
418,苯扎贝特,Drug,7048,7052
419,阿托伐他汀,Drug,7053,7058
420,依折麦布,Drug,7059,7063
421,l糖尿病肾病,Disease,7065,7071
422,胰岛素抵抗,Reason,7089,7094
423,二甲双胍,Drug,7100,7104
424,降低1%一2%,Level,7116,7123
425,低血糖,Symptom,7134,7137
426,二甲双胍,Drug,7153,7157
427,肥胖,Disease,7162,7164
428,心血管事件,Disease,7173,7179
429,死亡,Disease,7180,7182
430,二甲双胍,Drug,7209,7213
431,糖尿病,Disease,7216,7219
432,微量向蛋白尿,Symptom,7221,7227
433,微量,Level,7221,7223
434,二甲双胍,Drug,7233,7238
435,肾功能受损,Reason,7258,7263
436,肾功能受损,Disease,7258,7263
437,乳酸性酸中毒,Disease,7284,7290
438,二甲双胍,Drug,7296,7300
439,CKD3a期,Level,7302,7309
440,eGFR,Test,7322,7326
441,45ml,Test_Value,7327,7332
442,rain,Test,7333,7337
443,1.73n1,Test_Value,7339,7346
444,肾功能受损,Disease,7354,7359
445,二甲双胍,Drug,7365,7369
446,肾功能变化,Test,7373,7378
447,肾功能,Test,7388,7391
448,磺脲类,Drug,7396,7399
449,磺脲类药物,Drug,7403,7408
450,氯磺丙脲,Drug,7410,7414
451,妥拉磺脲,Drug,7415,7420
452,甲苯磺丁脲,Drug,7421,7426
453,低血糖,Symptom,7465,7468
454,第二代磺脲类药物,Drug,7506,7514
455,格列本脲,Drug,7516,7520
456,格列吡嗪,Drug,7521,7525
457,格列奇特,Drug,7526,7531
458,格列喹酮,Drug,7532,7536
459,格列美脲,Drug,7537,7541
460,格列本脲,Drug,7543,7547
461,格列美脲,Drug,7548,7552
462,格列本脲,Drug,7570,7574
463,低血糖,Symptom,7608,7611
464,严重,Level,7605,7607
465,持续时间可超过24旷,Duration,7616,7626
466,格列本脲,Drug,7630,7634
467,格列美脲,Drug,7651,7655
468,CKD1~2期,Level,7639,7647
469,CKD3-4期,Level,7657,7665
470,小剂量,Amount,7673,7676
471,每日1mg,Amount,7687,7693
472,透析,Treatment,7703,7705
473,透析,Treatment,7714,7716
474,格列吡嗪,Drug,7721,7725
475,格列齐特,Drug,7726,7731
476,低血糖,Symptom,7755,7758
477,格列喹酮,Drug,7768,7772
478,肾功能,Test,7804,7807
479,格列吡嗪,Drug,7817,7821
480,格列齐特,Drug,7822,7826
481,格列喹酮,Drug,7827,7831
482,CKDl~3期,Level,7832,7840
483,格列奈类,Drug,7859,7863
484,格列奈类,Drug,7864,7868
485,非磺脲类胰岛素促泌剂,Drug,7871,7882
486,餐前服用,Method,7894,7898
487,低血糖,Symptom,7923,7926
488,磺脲类药物,Drug,7934,7939
489,过敏反应,Symptom,7951,7955
490,胃肠道不适,Symptom,7956,7961
491,眼睛异常,Symptom,7963,7967
492,肝功能损害,Symptom,7968,7973
493,格列奈类,Drug,7980,7984
494,那格列奈,Drug,7993,7997
495,瑞格列奈,Drug,7998,8002
496,瑞格列奈,Drug,8003,8007
497,瑞格列奈,Drug,8033,8037
498,瑞格列奈,Drug,8049,8053
499,7d,Duration,8053,8056
500,瑞格列奈,Drug,8093,8097
501,肾功能不全,Disease,8124,8130
502,瑞格列奈,Drug,8148,8152
503,肾功能不全,Disease,8166,8171
504,正常,Level,8176,8178
505,轻,Level,8179,8180
506,中,Level,8182,8183
507,重,Level,8184,8185
508,极重,Level,8186,8188
509,肾功能损伤,Disease,8188,8193
510,低血糖,Symptom,8194,8197
511,瑞格列奈,Drug,8207,8212
512,低血糖,Symptom,8215,8218
513,肾功能损伤,Disease,8222,8227
514,瑞格列奈,Drug,8237,8241
515,CKD3、4期,Level,8244,8252
516,肾脏移植,Operation,8253,8257
517,透析,Treatment,8258,8260
518,那格列奈,Drug,8269,8273
519,那格列奈,Drug,8319,8324
520,那格列奈,Drug,8345,8349
521,肾功能不全,Disease,8353,8358
522,糖尿病,Disease,8359,8362
523,CKD4期,Level,8381,8386
524,小剂量,Amount,8388,8391
525,餐前,Method,8393,8395
526,60nlg,Amount,8395,8401
527,噻唑烷二酮类,Drug,8410,8416
528,液体潴留,Disease,8429,8434
529,重度心衰,Disease,8439,8443
530,骨折,Disease,8460,8462
531,骨质疏松,Disease,8463,8467
532,骨疾病,Disease,8479,8482
533,肾性骨营养不良,Disease,8488,8495
534,肝酶升高,Symptom,8517,8521
535,体重增加,Symptom,8522,8526
536,低血糖,Symptom,8549,8552
537,吡格列酮,Drug,8573,8577
538,罗格列酮,Drug,8578,8582
539,吡格列酮,Drug,8593,8598
540,肾功能不全,Disease,8600,8605
541,罗格列酮,Drug,8612,8616
542,心血管风险,Disease,8619,8625
543,心功能不全,Disease,8669,8674
544,严重骨质疏松,Disease,8676,8682
545,严重,Level,8676,8678
546,d.糖苷酶抑制剂,Drug,8703,8711
547,0【一糖苷酶抑制剂,Drug,8712,8721
548,降低0.5%~0.8%,Level,8758,8770
549,胃肠道不适,Symptom,8859,8864
550,腹胀,Symptom,8868,8870
551,腹泻,Symptom,8872,8874
552,阿卡波糖,Drug,8884,8888
553,伏格列波糖,Drug,8889,8894
554,肾功能的降低,Disease,8898,8904
555,阿卡波糖,Drug,8905,8909
556,CKDl~3期,Level,8943,8951
557,CKD4—5期,Level,8958,8965
558,GLP一1,Drug,8979,8984
559,GLP.I,Drug,8985,8990
560,GLP一1类似物,Drug,8995,9003
561,艾塞那肽,Drug,9017,9021
562,利拉鲁肽,Drug,9022,9026
563,艾塞那肽,Drug,9028,9032
564,30ml,Test_Value,9041,9045
565,·1.73nl,Test_Value,9051,9059
566,下降64%,Level,9066,9071
567,透析,Treatment,9072,9074
568,胃肠道不良反应,Symptom,9081,9088
569,艾塞那肽,Drug,9091,9095
570,CKD4~5期,Level,9101,9109
571,利拉鲁肽,Drug,9115,9119
572,CKDl~2期,Level,9124,9131
573,中度肾功能损害,Disease,9136,9143
574,中度,Level,9136,9138
575,ESRD,Disease,9162,9166
576,重度肾功能损害,Disease,9171,9178
577,重度,Level,9171,9173
578,DPP.4抑制剂,Drug,9187,9195
579,DDP一4抑制剂,Drug,9211,9220
580,糖尿病肾病,Disease,9277,9282
581,DPP.4抑制剂,Drug,9291,9299
582,胰岛素促泌剂,Drug,9314,9320
583,DPP.4抑制剂,Drug,9331,9340
584,西格列汀,Drug,9341,9345
585,沙格列汀,Drug,9346,9350
586,维格列汀,Drug,9351,9355
587,利格列汀,Drug,9356,9360
588,西格,Drug,9361,9363
589,日25mg,Amount,9364,9370
590,沙格列汀,Drug,9386,9390
591,维格列汀,Drug,9391,9396
592,CKD1。2期,Level,9399,9407
593,重度肾功能不全,Disease,9413,9420
594,中重,Level,9412,9414
595,3。5期,Level,9438,9442
596,利格列汀,Drug,9450,9455
597,CKD4—5期,Level,9456,9464
598,胰岛素,Drug,9476,9479
599,胰岛素,Drug,9480,9483
600,糖尿病,Disease,9484,9487
601,l型糖尿病,Disease,9496,9502
602,急性并发症,Disease,9504,9509
603,严重合并症,Disease,9510,9515
604,妊娠糖尿病,Disease,9551,9556
605,严重胰腺疾病,Disease,9560,9566
606,严重,Level,9560,9562
607,糖尿病,Disease,9567,9570
608,严重营养不良,Disease,9571,9577
609,严重,Level,9571,9573
610,低血糖,Symptom,9587,9590
611,体重增加,Symptom,9593,9597
612,外周组织水肿,Symptom,9603,9610
613,过敏反应,Symptom,9611,9615
614,肾功能受损,Disease,9617,9622
615,胰岛素,Drug,9623,9626
616,CKD3期以上,Level,9634,9642
617,胰岛素,Drug,9645,9648
618,血压,Test,9660,9662
619,血压升高,Symptom,9663,9667
620,血压升高,Reason,9663,9667
621,糖尿病。肾病,Disease,9672,9678
622,心血管病,Disease,9693,9697
623,血压,Test,9720,9722
624,血压,Reason,9720,9722
625,肾功能,Test,9723,9726
626,收缩压,Test,9734,9737
627,超过140mmHg,Test_Value,9737,9748
628,收缩压超过140mmHg,Reason,9734,9748
629,肾功能下降,Symptom,9771,9776
630,每年13.5%,Level,9780,9787
631,收缩压,Test,9789,9792
632,140mmHg,Test_Value,9793,9801
633,收缩压<140mmHg,Reason,9789,9801
634,肾功能下降,Symptom,9804,9809
635,1%,Level,9814,9816
636,糖尿病,Disease,9830,9833
637,糖尿病,Disease,9836,9839
638,糖尿病大血管病变,Disease,9861,9870
639,微血管病变,Disease,9882,9887
640,糖尿病肾病,Disease,9919,9924
641,尿蛋白,Test,9926,9929
642,肾功能损害,Disease,9934,9939
643,心血管病终点事件,Disease,9953,9961
644,下降20%一30%,Level,9964,9974
645,血压,Test,9981,9983
646,糖尿病,Disease,9988,9991
647,血压,Test,9994,9996
648,140/90mmHg,Test_Value,10001,10013
649,肾病,Disease,10023,10025
650,血压,Test,10027,10029
651,130/80mmH,Test_Value,10035,10045
652,ACEI,Drug,10063,10067
653,ARB,Drug,10068,10071
654,糖尿病肾病,Disease,10072,10077
655,血压,Test,10082,10084
656,蛋白尿,Test,10087,10090
657,肾功能,Test,10093,10096
658,糖尿病肾病,Disease,10136,10141
659,糖尿病。肾病,Disease,10147,10153
660,糖尿病,Disease,10154,10157
661,高血压,Disease,10159,10162
662,血钾,Test,10200,10202
663,ACEI,Drug,10205,10209
664,ARB,Drug,10210,10213
665,钙通道阻滞剂(CCB),Drug,10228,10239
666,噻嗪类,Drug,10240,10243
667,袢利尿剂,Drug,10244,10249
668,B受体阻滞剂,Drug,10250,10256
669,ACEI,Drug,10263,10267
670,ARB,Drug,10268,10271
671,糖尿病。肾病,Disease,10274,10280
672,高血压,Disease,10304,10307
673,2型DM,Disease,10308,10312
674,群多普利,Drug,10317,10321
675,维拉帕米,Drug,10323,10327
676,群多普利,Drug,10329,10333
677,维拉帕米,Drug,10335,10339
678,安慰剂,Drug,10341,10345
679,群多普利组,Drug,10349,10354
680,群多普利,Drug,10355,10359
681,维拉帕米,Drug,10360,10364
682,微量白蛋白尿,Symptom,10370,10376
683,微量,Level,10370,10372
684,微量白蛋白尿,Symptom,10398,10404
685,微量,Level,10398,10400
686,坎地沙坦,Drug,10427,10431
687,ACEI,Drug,10481,10485
688,ARB,Drug,10487,10490
689,微量白蛋白尿,Symptom,10492,10498
690,微量,Level,10492,10494
691,糖尿病肾病,Disease,10532,10537
692,ACEI,Drug,10548,10552
693,ACEI,Drug,10553,10557
694,肾功能,Test,10625,10629
695,血钾,Test,10630,10632
696,肾动脉狭窄,Disease,10640,10645
697,急性肾损伤,Disease,10681,10686
698,肺毒性,Disease,10687,10690
699,先天心血管系统畸形,Disease,10693,10702
700,中枢神经系统畸形,Disease,10703,10712
701,肾脏畸形,Disease,10713,10717
702,头颅发育不全,Disease,10718,10724
703,培哚普利,Drug,10731,10735
704,糖尿病,Disease,10737,10740
705,肾功能减退,Disease,10741,10746
706,透析,Treatment,10759,10761
707,中重度。肾功能损害,Disease,10768,10777
708,中重度,Level,10768,10771
709,肾小球滤过率,Test,10782,10788
710,2mg/d,Amount,10800,10806
711,8mg/d,Amount,10814,10820
712,透析,Treatment,10822,10825
713,培哚普利,Drug,10828,10832
714,卡托普利,Drug,10844,10848
715,肾功能严重减退,Disease,10851,10858
716,严重,Level,10854,10856
717,贝那普利,Drug,10867,10871
718,轻中度肾功能不全,Disease,10885,10893
719,轻中度,Level,10885,10888
720,重度肾功能不全,Disease,10899,10907
721,重度,Level,10899,10901
722,透析,Treatment,10913,10915
723,贝那普利,Drug,10916,10920
724,透析,Treatment,10927,10929
725,雷米普利,Drug,10938,10942
