,entity,label,start,end
226,5期,Level,4619,4622
227,格列奈类,Drug,4627,4631
228,格列奈类,Drug,4632,4636
229,非磺脲类胰岛素促泌剂,Drug,4640,4651
230,0.5%~2.0%,Level,4662,4674
231,低血糖,Symptom,4679,4682
232,磺脲类,Drug,4691,4694
233,格列奈类,Drug,4700,4704
234,那格列奈,Drug,4713,4717
235,瑞格列奈,Drug,4718,4722
236,米格列奈,Drug,4726,4730
237,那格列奈,Drug,4736,4740
238,中度及重度肾功能损害,Disease,4793,4804
239,中度及重度,Level,4793,4799
240,糖尿病,Disease,4805,4808
241,血液透析,Treatment,4815,4820
242,那格列奈,Drug,4823,4827
243,那格列奈,Drug,4845,4850
244,肾功能不全,Disease,4858,4863
245,糖尿病,Disease,4909,4912
246,肾功能不全,Disease,4926,4932
247,糖尿病,Disease,4935,4938
248,那格列奈,Drug,4942,4946
249,1.1%,Level,4956,4961
250,低血糖,Symptom,4963,4966
251,那格列奈,Reason,4942,4946
252,那格列奈,Drug,4993,4997
253,肾功能损害,Disease,4998,5003
254,每餐60mg,Amount,5017,5025
255,每餐60mg,Frequency,5017,5025
256,瑞格列奈,Drug,5033,5037
257,肾脏,Anatomy,5051,5053
258,瑞格列奈,Drug,5077,5081
259,7d,Duration,5082,5085
260,慢性肾脏病,Disease,5104,5109
261,瑞格列奈,Drug,5126,5130
262,慢性肾脏病,Disease,5131,5136
263,瑞格列奈,Drug,5153,5157
264,肾功能不全,Disease,5180,5185
265,2型糖尿病,Disease,5186,5192
266,肾功能不全,Disease,5208,5213
267,正常,Level,5218,5221
268,轻,Level,5222,5223
269,中,Level,5224,5225
270,重,Level,5226,5227
271,极重,Level,5228,5230
272,肾功能损害),Disease,5230,5236
273,低血糖,Symptom,5237,5240
274,瑞格列奈,Drug,5256,5260
275,低血糖,Symptom,5263,5266
276,瑞格列奈,Reason,5256,5260
277,肾功能损害,Disease,5270,5276
278,瑞格列奈,Drug,5288,5292
279,慢性肾脏病,Disease,5294,5299
280,1~5期,Level,5300,5307
281,0.5mg起始,Amount,5328,5337
282,米格列奈,Drug,5339,5343
283,噻唑烷二酮类,Drug,5372,5378
284,胰岛素增敏剂,Drug,5382,5388
285,1.0%~1.5%,Level,5399,5411
286,吡格列酮,Drug,5420,5424
287,罗格列酮,Drug,5425,5430
288,肝脏,Anatomy,5435,5437
289,低血糖,Symptom,5443,5446
290,体重增加,Symptom,5463,5467
291,水钠潴留,Symptom,5468,5472
292,心力衰竭,Disease,5473,5477
293,吡格列酮,Reason,5420,5424
294,罗格列酮,Reason,5425,5430
295,功能分级2级以上,Level,5491,5501
296,骨折,Disease,5529,5531
297,骨质疏松,Disease,5532,5537
298,潜在骨疾病,Disease,5545,5550
299,肾性骨营养不良,Disease,5555,5563
300,吡格列酮,Drug,5571,5575
301,慢性肾脏病,Disease,5577,5582
302,1~3a期,Level,5583,5591
303,3b~5期,Level,5603,5611
304,肾功能损伤,Disease,5628,5633
305,罗格列酮,Drug,5640,5644
306,糖苷酶抑制剂,Drug,5655,5661
307,0.5%~0.8%,Level,5675,5688
308,减轻体重,Symptom,5709,5713
309,阿卡波糖,Drug,5726,5730
310,伏格列波糖,Drug,5731,5736
311,米格列醇,Drug,5737,5742
312,阿卡波糖,Drug,5744,5748
313,糖苷酶抑制剂,Reason,5655,5661
314,阿卡波糖,Drug,5791,5795
315,肾功能,Test,5761,5765
316,慢性肾脏病,Disease,5798,5803
317,1~3期,Level,5804,5811
318,4~5期,Level,5814,5821
319,伏格列波糖,Disease,5825,5830
320,慢性肾脏病,Disease,5833,5838
321,1~3期,Level,5839,5846
322,4~5期,Level,5850,5857
323,米格列醇,Drug,5861,5865
324,二肽基肽酶-Ⅳ(DPP-4)抑制剂,Drug,5894,5911
325,二甲双胍,Drug,5984,5988
326,DPP-4抑制剂,Drug,5999,6009
327,磺脲类,Drug,6012,6015
328,噻唑烷二酮类,Drug,6016,6022
329,DPP-4抑制剂,Drug,6043,6052
330,DPP-4抑制剂,Drug,6090,6099
331,西格列汀,Drug,6100,6104
332,沙格列汀,Drug,6105,6109
333,维格列汀,Drug,6110,6114
334,利格列汀,Drug,6115,6120
335,阿格列汀,Drug,6121,6125
336,西格列汀,Drug,6127,6131
337,中度肾功能不全,Disease,6150,6158
338,中度,Level,6150,6152
339,西格列汀,Drug,6163,6167
340,重度肾功能不全,Disease,6190,6197
341,重度,Level,6190,6192
342,终末期肾病,Disease,6198,6203
343,终末期,Level,6198,6201
344,西格列汀,Drug,6218,6222
345,透析,Treatment,6227,6229
346,中,Level,6256,6257
347,重度,Level,6258,6260
348,终末期,Level,6261,6264
349,肾病,Disease,6264,6266
350,慢性肾脏病,Disease,6284,6289
351,GFR,Test,6299,6302
352,30~50ml·min-1·(1.73m2)-1,Test_Value,6304,6334
353,50mg,Amount,6339,6344
354,每日1次(qd),Frequency,6345,6356
355,沙格列汀,Drug,6358,6362
356,肾,Anatomy,6364,6365
357,肝,Anatomy,6366,6367
358,轻度肾功能不全,Disease,6374,6382
359,轻度,Level,6374,6376
360,中或重度肾功能不全,Disease,6396,6405
361,中或重度,Level,6396,6400
362,2.5mg,Amount,6417,6424
363,qd,Frequency,6425,6427
364,重度肾功能不全,Disease,6429,6436
365,重度,Level,6429,6431
366,维格列汀,Drug,6463,6467
367,维格列汀,Drug,6530,6534
368,肾脏,Anatomy,6540,6542
369,维格列汀,Drug,6562,6566
370,肾功能不全,Disease,6576,6581
371,轻度,Level,6568,6570
372,中度,Level,6571,6573
373,重度,Level,6574,6576
374,1.4,Level,6598,6602
375,1.7,Level,6603,6607
376,2倍,Level,6610,6613
377,中度或重度,Level,6617,6622
378,肾功能不全,Disease,6622,6627
379,维格列汀,Drug,6631,6635
380,增加约2倍,Level,6667,6674
381,中、重度肾功能不全,Disease,6680,6690
382,中、重度,Level,6680,6685
383,维格列汀,Drug,6693,6697
384,50mg,Amount,6698,6703
385,qd,Frequency,6704,6706
386,维持24h,Duration,6710,6717
387,阿格列汀,Drug,6751,6755
388,轻度肾功能受损,Disease,6771,6778
389,轻度,Level,6771,6773
390,阿格列汀,Drug,6782,6786
391,中度肾功能受损,Disease,6808,6815
392,中度,Level,6808,6810
393,阿格列汀,Drug,6819,6823
394,升高2倍,Level,6832,6838
395,重度肾功能受损,Disease,6840,6847
396,重度,Level,6840,6842
397,终末期肾病,Disease,6849,6854
398,终末期,Level,6849,6852
399,阿格列汀,Drug,6858,6862
400,约升高3倍和4倍,Level,6872,6885
401,透析,Treatment,6886,6888
402,3h,Duration,6889,6892
403,中重度糖尿病,Disease,6911,6917
404,中重度,Level,6911,6914
405,慢性肾脏病,Disease,6919,6924
406,利格列汀,Drug,6949,6953
407,肾,Anatomy,6959,6960
408,肾功能降低,Disease,6987,6992
409,利格列汀,Drug,7002,7006
410,慢性肾脏病,Disease,7008,7013
411,1~5期,Level,7014,7021
412,2型糖尿病,Disease,7055,7062
413,慢性肾脏病,Disease,7064,7069
414,高血糖,Disease,7075,7078
415,高血压,Disease,7079,7082
416,血脂异常,Disease,7083,7088
417,高血糖,Disease,7129,7132
418,血糖,Test,7159,7162
419,降糖药,Drug,7166,7169
420,口服降糖药,Drug,7194,7199
421,口服,Method,7194,7196
422,2型糖尿病,Drug,7208,7215
423,二甲双胍,Drug,7227,7231
424,2型糖尿病,Disease,7285,7291
425,慢性肾脏病,Disease,7293,7299
426,2型糖尿病,Disease,7305,7311
427,慢性肾脏病,Disease,7316,7322
428,心血管疾病,Disease,7346,7351
429,认知功能障碍,Disease,7353,7359
430,低血糖,Symptom,7394,7398
431,口服降糖药,Drug,7424,7429
432,口服,Method,7424,7426
433,低血糖,Symptom,7437,7440
434,小剂量,Amount,7450,7453
435,2型糖尿病,Disease,7486,7492
436,慢性肾脏病,Disease,7494,7499
437,2型糖尿病,Disease,7508,7514
438,慢性肾脏病,Disease,7517,7522
439,2型糖尿病,Disease,7539,7545
440,慢性肾脏病,Disease,7547,7552
441,口服降糖药,Drug,7554,7559
442,口服,Method,7554,7556
443,口服降糖药,Drug,7577,7582
444,口服,Method,7577,7579
445,低血糖,Symptom,7600,7603
446,口服降糖药,Reason,7577,7582
447,低血糖,Symptom,7643,7646
448,2型糖尿病,Disease,7676,7682
449,慢性肾脏病,Disease,7684,7689
450,口服降糖药,Drug,7693,7698
451,口服,Method,7693,7695
452,2型糖尿病,Disease,7729,7735
453,慢性肾脏病,Disease,7737,7742
454,血糖,Test,7746,7748
455,肾功能,Test,7754,7757
456,分期,Level,7757,7759
457,血糖,Test,7785,7787
458,低血糖,Symptom,7793,7796
459,2型糖尿病,Disease,1935,1941
460,2型糖尿病,Disease,7808,7814
461,HBA1C,Test,1942,1947
462,HBA1C,Test,1983,1988
463,HBA1C,Test,2081,2086
464,HBA1C,Test,2529,2534
465,HBA1C,Test,2780,2785
466,HBA1C,Test,3213,3218
467,HBA1C,Test,4656,4661
468,HBA1C,Test,4950,4955
469,HBA1C,Test,5393,5398
470,HBA1C,Test,6056,6061
471,格列喹酮,Drug,3541,3545
472,格列齐特,Drug,3604,3608
473,格列吡嗪,Drug,3470,3474
474,二甲双胍,Drug,3263,3267
475,尿白蛋白,Test,1447,1451
476,肌酐比值,Test,1467,1471
477,糖化白蛋白,Test,2111,2117
478,GFR,Test,1087,1090
479,GFR,Test,1235,1238
480,GFR,Test,1431,1434
481,GFR,Test,1495,1498
482,GFR,Test,1506,1509
483,GFR,Test,1526,1529
484,GFR,Test,1545,1548
485,GFR,Test,1565,1568
486,GFR,Test,1584,1587
487,GFR,Test,1644,1647
488,GFR,Test,2408,2411
489,GFR,Test,3298,3301
490,GFR,Test,3310,3313
491,GFR,Test,3342,3345
492,GFR,Test,3389,3392
493,GFR,Test,3401,3404
494,GFR,Test,3427,3430
495,GFR,Test,3441,3444
496,GFR,Test,3456,3459
497,GFR,Test,3500,3503
498,GFR,Test,3512,3515
499,GFR,Test,3527,3530
500,GFR,Test,3555,3558
501,GFR,Test,3567,3570
502,GFR,Test,3590,3593
503,GFR,Test,3626,3629
504,GFR,Test,3638,3641
505,GFR,Test,3653,3656
506,GFR,Test,3676,3679
507,GFR,Test,3806,3809
508,GFR,Test,3818,3821
509,GFR,Test,3910,3913
510,GFR,Test,3922,3925
511,GFR,Test,3958,3961
512,GFR,Test,3970,3973
513,GFR,Test,3995,3998
514,GFR,Test,4054,4057
515,GFR,Test,4066,4069
516,GFR,Test,4088,4091
517,GFR,Test,4124,4127
518,GFR,Test,4136,4139
519,GFR,Test,4160,4163
520,GFR,Test,4196,4199
521,GFR,Test,4208,4211
522,GFR,Test,4264,4267
523,GFR,Test,4276,4279
524,GFR,Test,4301,4304
525,GFR,Test,4332,4335
526,肾功能,Test,1482,1485
527,肾功能,Test,3247,3250
528,肾功能,Test,5089,5093
529,肾功能,Test,6242,6245
530,噻唑烷二酮类,Drug,3782,3788
531,阿格列汀,Drug,4252,4256
532,罗格列酮,Drug,3847,3851
533,西格列汀,Drug,4038,4042
534,阿卡波糖,Drug,3899,3903
535,吡格列酮,Drug,3791,3795
536,体重,Test,2556,2558
537,体重,Test,5705,5707
538,沙格列汀,Drug,4109,4113
539,维格列汀,Drug,4174,4178
540,胰升糖素样肽1,Anatomy,5933,5941
541,GLP-1,Anatomy,5942,5947
542,GLP-1,Anatomy,5964,5969
543,格列本脲,Drug,3360,3364
544,瑞格列奈,Drug,3695,3699
545,利格列汀,Drug,4229,4233
546,格列美脲,Drug,3415,3419
547,尿白蛋白,Test,1460,1465
548,UAER,Test,1321,1325
549,UAER,Test,1442,1446
550,eGFR,Test,1120,1124
551,AUC,Test,6178,6181
552,AUC,Test,6586,6589
553,AUC,Test,6790,6793
554,AUC,Test,6827,6830
555,AUC,Test,6866,6869
556,血糖,Test,2523,2525
557,肾小球滤过率,Test,1111,1118
558,肾小球滤过率,Test,1435,1441
559,肾小球滤过率,Test,1648,1654
560,肾小球滤过率,Test,4336,4342
561,肌酐,Test,4005,4007
