,entity,label,start,end
196,2型糖尿病,Disease,4220,4226
197,糖尿病,Disease,4336,4339
198,糖尿病,Disease,634,637
199,糖尿病,Disease,724,727
200,地中海饮食,Treatment,4435,4441
201,高血压控制饮食,Treatment,4442,4449
202,素食,Treatment,4493,4495
203,血糖负荷,Test,4700,4704
204,低血糖生成指数,Test,4560,4567
205,GI,Test,4568,4570
206,2型糖尿病,Disease,4782,4788
207,GL,Test,4807,4809
208,糖尿病,Disease,5019,5022
209,肾功能,Test,5013,5016
210,正常,Test_Value,5016,5018
211,超重,Symptom,5099,5101
212,肥胖,Symptom,5102,5104
213,糖尿病,Disease,5220,5223
214,糖尿病,Disease,5247,5251
215,糖尿病,Disease,5295,5298
216,高血压,Disease,5399,5402
217,严重,Level,5397,5399
218,心肺功能异常,Disease,5390,5396
219,高血糖,Disease,5407,5410
220,严重,Level,5404,5407
221,脉搏,Test,5580,5582
222,2型糖尿病,Disease,5731,5737
223,二甲双胍,Drug,5768,5772
224,胰岛素,Drug,5773,5776
225,二甲双胍,Drug,5783,5787
226,<9%,Test_Value,5809,5812
227,随机血糖,Test,5813,5817
228,<13.9mmol/L,Test_Value,5818,5830
229,二甲双胍,Drug,5840,5844
230,"500mg/d,×7d",Amount,5858,5872
231,每周增加500mg/d,Amount,5884,5897
232,3~4周,Duration,5877,5883
233,2000mg/d,Amount,5904,5914
234,二甲双胍,Drug,5927,5931
235,1%~2%,Test_Value,5942,5948
236,长期,Duration,5922,5925
237,2型糖尿病,Disease,6050,6056
238,二甲双胍,Drug,6060,6064
239,<18个月,Duration,6086,6092
240,血糖,Test,6073,6075
241,二甲双胍,Drug,6104,6108
242,低血糖,Symptom,6113,6116
243,乳酸酸中毒,Disease,6123,6128
244,一过性的腹痛,SideEff,6148,6154
245,腹泻,SideEff,6155,6157
246,恶心,SideEff,6158,6160
247,严重,Level,6172,6174
248,肝肾功能不全,Disease,6200,6206
249,肝酶,Test,6208,6210
250,升高3倍以上,Test_Value,6210,6219
251,感染,Disease,6222,6224
252,手术,Disease,6227,6229
253,严重,Level,6220,6222
254,重大,Level,6225,6227
255,放射检查,Test,6231,6235
256,碘化造影剂,Drug,6237,6243
257,二甲双胍,Drug,6254,6258
258,维生素B12缺乏,Disease,6261,6271
259,长期,Duration,6250,6252
260,二甲双胍,Drug,6277,6281
261,贫血,Disease,6292,6294
262,周围神经病变,Disease,6295,6301
263,维生素B12,Test,6314,6321
264,胰岛素,Drug,6334,6337
265,胰岛素,Drug,6339,6342
266,胰岛β细胞,Anatomy,6356,6361
267,>13.9mmol/L,Test_Value,6371,6383
268,随机血糖,Test,6367,6371
269,>9%,Test_Value,6393,6396
270,糖尿病酮症酸中毒,Disease,6397,6405
271,代谢不稳定,Disease,6406,6412
272,中性鱼精蛋白锌胰岛素,Drug,6432,6443
273,1天1次,Frequency,6426,6432
274,基础胰岛素,Drug,6444,6449
275,0.25~0.5U/kg起,Amount,6450,6466
276,代谢异常,Disease,6476,6480
277,代谢不稳定,Disease,6486,6491
278,酸中毒,Disease,6493,6497
279,二甲双胍,Drug,6501,6505
280,二甲双胍,Drug,6509,6513
281,胰岛素,Drug,6517,6521
282,最高至1.2U/kg,Amount,6522,6534
283,餐前胰岛素,Drug,6552,6557
284,血糖,Test,6560,6562
285,胰岛素,Drug,6571,6575
286,30%~50%,Amount,6580,6588
287,二甲双胍,Drug,6594,6598
288,2~6周,Duration,6608,6614
289,胰岛素,Drug,6619,6622
290,2型糖尿病,Disease,6650,6656
291,二甲双胍,Drug,6666,6670
292,血糖,Test,6699,6701
293,血糖,Test,6624,6626
294,2型糖尿病,Disease,6715,6721
295,低血糖,SideEff,6749,6752
296,体重增加,SideEff,6758,6762
297,胰岛素,Drug,6738,6741
298,胰岛素,Drug,6802,6805
299,DPP-4抑制剂,Drug,6821,6830
300,GLP-1受体激动剂,Drug,6831,6842
301,SGLT2抑制剂,Drug,6844,6853
302,血糖,Test,6891,6893
303,2型糖尿病,Disease,6901,6907
304,血糖,Test,6909,6911
305,1型糖尿病,Disease,6928,6934
306,血糖,Test,6947,6949
307,血糖,Test,6957,6959
308,血糖,Test,6973,6975
309,餐前餐后血糖,Test,6987,6993
310,每日三餐前后加凌晨的血糖,Test,7016,7028
311,胰岛素,Drug,7035,7038
312,无症状低血糖,SideEff,7044,7050
313,糖化血红蛋白,Test,7055,7062
314,<7.5%,Test_Value,7131,7136
315,代谢手术,Operation,7144,7148
316,BMI,Test,7248,7251
317,体质指数,Test,7243,7247
318,>40kg/m2,Test_Value,7253,7262
319,BMI,Test,7264,7267
320,>35kg/m2,Test_Value,7268,7278
321,严重,Level,7281,7283
322,并发症,Symptom,7283,7286
323,严重,Level,7305,7307
324,肥胖,Disease,7307,7309
325,代谢手术,Operation,7313,7317
326,代谢手术,Operation,7322,7327
327,代谢手术,Operation,7411,7416
328,BMI,Test,7420,7423
329,11.6kg/m2,Test_Value,7432,7442
330,16.6kg/m2,Test_Value,7445,7455
331,BMI,Test,7505,7508
332,53kg/m2,Test_Value,7511,7519
333,2型糖尿病,Disease,7522,7528
334,2型糖尿病,Disease,7537,7543
335,Roux-en-Y胃旁路术,Operation,7590,7604
336,胃束带,Operation,7611,7614
337,袖管胃切除术,Operation,7615,7621
338,糖尿病,Disease,7675,7678
339,2型糖尿病,Disease,7740,7746
340,肾病,Disease,7780,7782
341,白蛋白尿,Test,7783,7787
342,2型糖尿病,Disease,7831,7837
343,微量白蛋白尿,Symptom,7850,7857
344,36个月,Duration,7863,7868
345,7个月,Duration,7825,7829
346,尿白蛋白/肌酐比值,Test,7891,7900
347,糖尿病,Disease,7920,7923
348,尿白蛋白,Test,7945,7949
349,白蛋白/肌酐比值,Test,7957,7966
350,白蛋白/肌酐比值,Test,7977,7987
351,≥30mg/g,Test_Value,7987,7995
352,<300mg/g,Test_Value,7998,8007
353,白蛋白/肌酐比值,Test,8029,8037
354,>30mg/g,Test_Value,8041,8049
355,血管紧张素转化酶抑制剂,Drug,8058,8069
356,ACEI,Drug,8070,8074
357,血糖,Test,8100,8103
358,血压,Test,8104,8106
359,尿蛋白,Test,8109,8112
360,6个月内,Duration,8114,8119
361,高血压,Disease,8129,8132
362,高血压,Disease,8133,8136
363,血压,Test,8161,8163
364,130/80mmHg,Test_Value,8188,8199
365,>130/80mmHg,Test_Value,8238,8250
366,17.3/10.6kPa,Test_Value,8200,8213
367,17.3/10.6kPa,Test_Value,8251,8264
368,高血压,Disease,8268,8271
369,血压,Test,8282,8284
370,正常高限血压,Disease,8304,8311
371,高血压,Disease,8362,8365
372,高血压,Disease,8398,8402
373,ACEI,Drug,8454,8458
374,血压,Test,8463,8465
375,<130/80mmHg,Test_Value,8488,8500
376,血压,Test,8483,8485
377,17.3/10.6kPa,Test_Value,8501,8514
378,ACEI,Drug,8563,8567
379,血管紧张素受体阻断剂,Drug,8572,8582
380,钙通道阻滞剂,Drug,8583,8589
381,利尿剂,Drug,8590,8594
382,脂代谢异常,Disease,8624,8629
383,低高密度脂蛋白血症,Disease,8668,8678
384,高甘油三酯血症,Disease,8686,8693
385,糖尿病,Disease,8714,8717
386,高胆固醇血症家族史,Reason,8721,8731
387,家族在55岁前出现心血管事件,Reason,8732,8748
388,家族史不明,Reason,8749,8755
389,空腹血脂谱,Test,8761,8766
390,血糖,Test,8768,8770
391,得到控制,Test_Value,8770,8774
392,血脂筛查,Test,8805,8809
393,脂代谢异常,Disease,8816,8821
394,血脂,Test,8847,8849
395,低密度脂蛋白,Test,8854,8860
396,<2.6mmol/L,Test_Value,8861,8873
397,100mg/dl,Test_Value,8875,8884
398,糖尿病,Disease,8842,8845
399,高密度脂蛋白,Test,8887,8893
400,>0.91mmol/L,Test_Value,8894,8906
401,35mg/dl,Test_Value,8908,8916
402,甘油三酯,Test,8918,8922
403,<1.7mmol/L,Test_Value,8923,8934
404,150mg/dl,Test_Value,8936,8945
405,LDL,Test,8952,8955
406,血糖,Test,8967,8969
407,空腹血脂,Test,9033,9037
408,低密度脂蛋白,Test,9068,9074
409,>4.1mmol/L,Test_Value,9075,9086
410,160mg/dl,Test_Value,9087,9096
411,>3.4mmol/L,Test_Value,9099,9110
412,130mg/dl,Test_Value,9112,9121
413,他汀类,Drug,9143,9146
414,2.6mmol/L,Test_Value,9158,9168
415,100mg/dl,Test_Value,9170,9179
416,甘油三酯,Test,9185,9190
417,空腹>4.5mmol/L,Test_Value,9192,9205
418,400mg/dl,Test_Value,9206,9215
419,非空腹>11.3mmol/L,Test_Value,9218,9234
420,1000mg/dl,Test_Value,9235,9246
421,空腹<4.5mmol/L,Test_Value,9260,9273
422,400mg/dl,Test_Value,9275,9284
423,苯氧芳酸类,Drug,9290,9295
424,高甘油三酯血症,Disease,9298,9305
425,视网膜病变,Disease,9346,9351
426,糖尿病,Disease,9370,9373
427,3~5年,Duration,9376,9382
428,综合性眼科检查,Test,9395,9402
429,视网膜照片,Test,9427,9432
430,综合性眼科检查,Test,9455,9462
431,全面的眼科检查,Test,9476,9483
432,神经病变,Test,9497,9501
433,2型糖尿病,Disease,9502,9508
434,远端对称性多发性神经病变,Disease,9515,9528
435,电生理学检查,Test,9578,9584
436,糖尿病,Disease,9600,9603
437,神经病变,Symptom,9610,9615
438,疼痛,Symptom,9616,9618
439,镇痛剂,Drug,9625,9628
440,心血管自主神经病变,Disease,9641,9650
441,非酒精性脂肪肝病,Disease,9689,9697
442,NAFLD,Disease,9698,9703
443,NAFLD,Disease,9726,9731
444,2型糖尿病,Disease,9705,9711
445,糖尿病,Disease,9733,9736
446,肝脏B超,Test,9752,9758
447,磁共振肝脏脂肪定量,Test,9759,9769
448,胰岛素抵抗,Symptom,9783,9788
449,二甲双胍,Drug,9800,9804
450,口服,Method,9798,9800
451,肝酶,Test,9808,9810
452,降低,Test_Value,9806,9808
453,NAFLD,Disease,9814,9819
454,肝功能损伤,Disease,9828,9833
455,护肝药,Drug,9821,9824
456,2型糖尿病,Disease,9838,9845
457,NAFLD,Disease,9848,9853
458,糖尿病,Disease,9882,9885
459,肝酶,Test,9888,9890
460,持续升高,Test_Value,9892,9896
461,肝脏活检,Test,9901,9905
462,PCOS,Disease,9914,9918
463,PCOS,Disease,9927,9931
464,胰岛素抵抗综合征,Disease,9933,9942
465,原发性或继发性闭经,Disease,9980,9990
466,多毛,Symptom,9991,9993
467,痤疮,Symptom,9996,9998
468,严重,Level,9994,9996
469,PCOS,Disease,10003,10007
470,PCOS,Disease,10014,10018
471,月经稀少,Symptom,10024,10028
472,停经,Symptom,10029,10031
473,高雄激素血症,Disease,10034,10041
474,多囊卵巢,Disease,10059,10063
475,二甲双胍,Drug,10092,10096
476,口服,Method,10090,10092
477,阻塞性睡眠呼吸暂停,Disease,10138,10148
478,尿糖筛查,Test,10222,10226
479,超重,Reason,10259,10261
480,一级或二级亲属中有2型糖尿病病史,Reason,10283,10302
481,胰岛素抵抗相关临床状态,Reason,10303,10314
482,母亲妊娠期糖尿病史,Reason,10315,10325
483,2型糖尿病,Disease,10340,10346
484,糖尿病,Disease,10347,10351
485,空腹血糖,Test,10358,10362
486,糖耐量试验,Test,10363,10368
487,2h血糖,Test,10369,10375
488,糖尿病,Disease,10385,10388
489,糖尿病,Disease,10410,10413
490,糖尿病,Disease,10416,10419
491,糖尿病,Disease,10437,10440
492,血脂,Reason,10471,10473
493,血压,Reason,10474,10477
494,心血管疾病,Disease,10459,10464
495,1型糖尿病,Disease,2099,2105
496,2型糖尿病,Disease,139,145
497,2型糖尿病,Disease,329,335
498,2型糖尿病,Disease,2106,2112
499,糖尿病肾病,Disease,7790,7795
500,HBA1C,Test,1536,1541
501,HBA1C,Test,1551,1556
502,HBA1C,Test,1634,1639
503,HBA1C,Test,1696,1701
504,HBA1C,Test,4811,4816
505,HBA1C,Test,5803,5808
506,HBA1C,Test,5933,5938
507,HBA1C,Test,6388,6393
508,HBA1C,Test,7124,7129
509,HBA1C,Test,7564,7569
510,HBA1C,Test,10378,10383
511,收缩压,Test,8142,8145
512,糖尿病前期,Disease,4427,4432
513,糖尿病前期,Disease,10166,10171
514,餐后血糖,Test,5211,5215
515,β细胞,Anatomy,2224,2227
516,身高,Test,8159,8161
517,身高,Test,8526,8528
518,体重,Test,2176,2178
519,体重,Test,2198,2200
520,体重,Test,5092,5094
521,体重,Test,5139,5141
522,体重,Test,5712,5714
523,体重,Test,5962,5964
524,体重,Test,8411,8413
525,体重,Test,9795,9797
526,体重,Test,9879,9881
527,体重,Test,10073,10075
528,GL,Test,4705,4707
529,GL,Test,4714,4716
530,GL,Test,4771,4773
531,胰岛素分泌量,Test,1161,1167
532,舒张压,Test,8146,8150
533,血糖,Test,1776,1778
534,血糖,Test,4501,4503
535,血糖,Test,4745,4747
536,血糖,Test,4941,4943
537,血糖,Test,5169,5171
538,血糖,Test,5178,5180
539,血糖,Test,6917,6919
540,身高,Test,7235,7238
541,身高,Test,7352,7355
542,视网膜病变,Disease,9436,9441
543,糖尿病,Disease,282,285
544,糖尿病,Disease,272,275
545,糖尿病,Disease,907,910
546,糖尿病,Disease,863,866
547,糖尿病,Disease,1864,1867
548,肥胖,Disease,2573,2575
549,处于正常范围之内,Test_Value,2763,2771
550,较低,Test_Value,2819,2821
551,胰岛细胞,Anatomy,3034,3038
552,糖尿病,Disease,3851,3854
553,糖尿病,Disease,3980,3984
554,精神病,Disease,3973,3976
555,糖尿病,Disease,4181,4184
556,血脂,Test,5071,5073
557,胃肠道反应,SideEff,6191,6196
558,肥胖,Disease,7400,7402
559,血压,Test,8433,8435
560,血压,Test,8529,8531
561,血压,Test,8606,8608
562,胰岛素抵抗,Disease,10078,10083
563,卵巢,Anatomy,10100,10102
