,entity,label,start,end
127,格列本脲,Drug,6231,6235
128,格列美脲,Drug,6303,6307
129,16周,Duration,6311,6314
130,HBA1C,Test,6316,6321
131,2.5%,Test_Value,6323,6327
132,态模型评估的β细胞功能指数(HOMA-β),Test,6329,6351
133,12个月,Duration,6239,6243
134,稳态模型评估的胰岛素抵抗指数(HOMA-IR),Test,6357,6380
135,3.9mmol/L,Test_Value,6392,6401
136,血糖,Test,6387,6389
137,低血糖,SideEff,6404,6407
138,3.8%,Test_Value,6412,6416
139,二甲双胍,Drug,6441,6445
140,二甲双胍,Drug,6457,6461
141,二甲双胍,Drug,6544,6549
142,HBA1C,Test,6551,6556
143,0.47%~1.30%,Test_Value,6558,6569
144,3个月,Duration,6601,6604
145,1.9%,Test_Value,6616,6620
146,1.5%,Test_Value,6674,6678
147,0.59%,Test_Value,6723,6728
148,2年,Duration,6628,6630
149,二甲双胍,Drug,6571,6575
150,HBA1C,Test,6609,6614
151,格列吡嗪,Drug,6704,6708
152,HBA1C,Test,6713,6718
153,二甲双胍,Drug,6684,6689
154,β细胞功能衰退,Reason,12946,12953
155,口服葡萄糖耐量试验,Test,12862,12871
156,22.83%,Test_Value,12889,12895
157,改善了早相胰岛素分泌功能,Reason,12911,12923
158,格列齐特缓释片,Drug,12825,12832
159,3个月,Duration,12837,12840
160,2日,Duration,12856,12858
161,血糖,Test,12849,12851
162,促进胰岛素分泌,Reason,6766,6773
163,α-糖苷酶抑制剂,Drug,6774,6782
164,抑制肠道碳水化合物吸收,Reason,6783,6794
165,HBA1C,Test,6859,6864
166,2.2%,Test_Value,6866,6870
167,2.8mmol/L,Test_Value,6905,6914
168,5.3mmol/L,Test_Value,6955,6964
169,甘油三酯,Test,6966,6970
170,35.7mg/dl,Test_Value,6972,6981
171,餐后血糖,Test,7043,7048
172,格列本脲,Drug,7051,7055
173,血清胰岛素,Test,7065,7071
174,8周,Duration,7102,7104
175,格列吡嗪控释片,Drug,7105,7112
176,HOMA-IR,Test,7176,7183
177,餐后血糖增量,Test,7186,7192
178,磺脲类药物,Drug,7252,7257
179,胰岛素抵抗,Disease,7295,7300
180,噻唑烷二酮类药物,Drug,7272,7280
181,罗格列酮,Drug,7328,7332
182,4mg,Amount,7332,7336
183,8mg,Amount,7349,7352
184,24周,Duration,7361,7364
185,HBA1C,Test,7365,7370
186,1.04%,Test_Value,7375,7380
187,1.44%,Test_Value,7381,7386
188,1.2mmol/L,Test_Value,7395,7404
189,2.0mmol/L,Test_Value,7406,7418
190,空腹血糖,Test,7387,7391
191,"二肽基肽酶-4(dipeptidylpeptidase-4,DPP-4)抑制剂",Drug,7496,7537
192,降低DPP-4酶的催化活性,Reason,7539,7552
193,30.4pmol/L,Test_Value,7445,7455
194,23.3pmol/L,Test_Value,7434,7444
195,体重增加,Symptom,7459,7463
196,血中胰岛素水平,Test,7419,7426
197,GLP-1,Test,7602,7607
198,刺激胰岛素和抑制胰高血糖素分泌,Reason,7615,7631
199,DPP-4抑制剂,Drug,7664,7672
200,24周,Duration,7686,7689
201,50mg/d,Amount,7728,7734
202,100mg/d,Amount,7735,7742
203,β细胞,Anatomy,8225,8228
204,餐后血糖,Test,8231,8235
205,HBA1C,Test,8211,8216
206,SGLT-2抑制剂,Drug,8318,8327
207,低血糖,SideEff,8404,8407
208,48周,Duration,8415,8418
209,格列美脲,Drug,8438,8443
210,达格列净,Drug,8463,8468
211,HBA1C,Test,8506,8511
212,体重,Test,8536,8538
213,24周,Duration,8587,8590
214,28周,Duration,8597,8600
215,鲁格列净,Drug,8631,8635
216,HBA1,Test,8667,8671
217,0.63%,Test_Value,8672,8677
218,10.7%,Test_Value,8688,8693
219,GLP-1受体激动剂,Drug,8706,8716
220,GLP-1受体激动剂,Drug,8723,8733
221,促进β细胞分泌胰岛素,Reason,8744,8755
222,降低α细胞分泌胰血高糖素,Reason,8756,8768
223,GLP-1受体激动剂,Drug,8777,8787
224,HBA1C,Test,8789,8794
225,26周,Duration,8822,8825
226,1.1%,Test_Value,8885,8889
227,HBA1C,Test,8879,8884
228,1.8mg/d,Amount,8928,8935
229,格列美脲,Drug,8894,8898
230,体重降低,SideEff,8940,8944
231,轻度,Level,8955,8957
232,低血糖,SideEff,8957,8960
233,胰岛细胞,Anatomy,9013,9017
234,胰岛素,Drug,9172,9175
235,0.99%,Test_Value,9210,9215
236,38.1%,Test_Value,9225,9230
237,5.89mmol/L,Test_Value,9241,9251
238,胰岛素,Drug,9105,9108
239,HBA1C,Test,9204,9209
240,HbA1c达标率,Test,9216,9224
241,空腹血糖降低幅度,Test,9231,9240
242,平均日间血糖降低幅度,Test,9276,9287
243,5.22mmol/L,Test_Value,9295,9305
244,4.44mmol/L,Test_Value,9310,9320
245,症状性低血糖,SideEff,9345,9352
246,严重低血糖,SideEff,9368,9373
247,肝功能不全,Disease,9446,9451
248,重度肝功能不全,Disease,9485,9493
249,3倍参考值上限,Test_Value,9545,9552
250,ALT,Test,9570,9573
251,8~10倍参考值上限,Test_Value,9574,9585
252,肝损害,Disease,9555,9558
253,ALT,Test,9587,9590
254,3倍参考值上限,Test_Value,9591,9598
255,2倍参考值上限,Test_Value,9628,9635
256,重度肝损害,Disease,9639,9645
257,肝脏实质细胞受到损害,Reason,9653,9663
258,低血糖,SideEff,9723,9726
259,肾功能不全,Disease,9732,9737
260,格列本脲,Drug,9757,9761
261,肾功能不全,Disease,9778,9783
262,格列本脲,Drug,9792,9796
263,低血糖,SideEff,9804,9807
264,格列美脲,Drug,9814,9818
265,GFR,Test,9824,9827
266,格列喹酮,Drug,9860,9864
267,格列齐特,Drug,9865,9869
268,格列吡嗪,Drug,9870,9874
269,格列喹酮,Drug,9896,9900
270,5%,Test_Value,9909,9911
271,轻、中度,Level,9932,9936
272,肾功能不全,Disease,9936,9941
273,格列齐特缓释片,Drug,9961,9968
274,蛋白尿,SideEff,9983,9986
275,肾脏事件风险,SideEff,9987,9993
276,T2DM合并肾功能不全,Disease,10005,10016
277,血糖,Test,10121,10123
278,无症状性低血糖,SideEff,10165,10172
279,严重低血糖,SideEff,10173,10178
280,低血糖,Disease,10153,10156
281,格列本脲,Drug,10302,10306
282,血糖,Test,10334,10337
283,低血糖,SideEff,10355,10359
284,妊娠期糖尿病,Disease,10484,10491
285,儿童和青少年T2DM,Disease,10492,10502
286,低血糖,SideEff,10561,10564
287,体重增加,SideEff,10634,10638
288,肝、肾功能不全,Disease,10583,10590
289,低血糖,SideEff,10602,10606
290,低血糖,Symptom,10629,10632
291,交叉过敏反应,SideEff,10655,10661
292,磺胺类药物,Drug,10646,10652
293,轻、中度,Level,10744,10748
294,低血糖,SideEff,10748,10751
295,重度,Level,10769,10771
296,低血糖,SideEff,10771,10774
297,格列本脲,Drug,10826,10830
298,低血糖,SideEff,10832,10836
299,低血糖,SideEff,10814,10817
300,低血糖,SideEff,10917,10920
301,腹泻,Symptom,11028,11031
302,呕吐,Symptom,11032,11034
303,低血糖,SideEff,11071,11074
304,T2DM合并肾功能不全,Disease,11378,11389
305,低血糖,SideEff,11113,11116
306,口服/静脉,Method,11130,11135
307,20g,Amount,11137,11140
308,葡萄糖,Drug,11140,11143
309,含糖食物,Drug,11125,11129
310,血浆葡萄糖水平,Test,11167,11175
311,葡萄糖,Drug,11184,11187
312,格列本脲,Drug,11206,11210
313,静脉,Method,11216,11218
314,血糖,Test,11273,11275
315,严重低血糖事件,Disease,11192,11200
316,葡萄糖,Drug,11221,11224
317,葡萄糖静脉滴注,Method,11240,11248
318,低血糖,SideEff,11251,11254
319,3d,Frequency,11265,11267
320,24~72h,Frequency,11232,11238
321,15~20min,Frequency,11150,11158
322,格列美脲,Drug,11360,11364
323,1年,Duration,11847,11849
324,2.6kg,Test_Value,11853,11858
325,体重,Test,11849,11851
326,格列吡嗪,Drug,11839,11843
327,格列齐特缓释片组,Drug,11876,11884
328,格列美脲组,Drug,11885,11891
329,27周,Duration,11893,11896
330,体重,Test,11897,11899
331,0.5kg,Test_Value,11904,11909
332,0.6kg,Test_Value,11910,11915
333,体重,Test,11948,11950
334,2kg,Test_Value,11950,11953
335,二甲双胍,Drug,11961,11965
336,SGLT-2抑制剂,Drug,11966,11976
337,GLP-1受体激动剂,Drug,11977,11987
338,二甲双胍,Drug,12043,12047
339,格列本脲,Drug,12053,12057
340,体重,Test,12058,12060
341,3.3kg,Test_Value,12062,12067
342,格列齐特,Drug,12068,12072
343,体重,Test,12073,12075
344,3.9kg,Test_Value,12078,12083
345,格列美脲,Drug,12084,12088
346,体重,Test,12089,12091
347,0.1kg,Test_Value,12093,12098
348,格列美脲,Drug,12119,12123
349,1.2mg/d,Amount,12147,12154
350,1.8mg/d,Amount,12155,12162
351,体重,Test,12167,12169
352,+0.3kg,Test_Value,12174,12180
353,0.2kg,Test_Value,12182,12187
354,格列美脲,Drug,12188,12192
355,达格列净,Drug,12209,12213
356,血糖,Test,12224,12226
357,体重,Test,12231,12233
358,格列本脲,Drug,12356,12360
359,格列齐特,Drug,12364,12368
360,格列美脲,Drug,12369,12373
361,格列吡嗪,Drug,12392,12396
362,甲苯磺丁脲,Drug,12397,12402
363,氯磺丙脲,Drug,12403,12407
364,5年,Duration,12418,12420
365,格列齐特,Drug,12439,12443
366,格列喹酮,Drug,12577,12581
367,β细胞功能衰退,Reason,12698,12705
368,罗格列酮,Drug,12798,12802
369,格列本脲,Drug,12781,12785
370,β细胞,Anatomy,12708,12711
371,β细胞,Anatomy,12758,12761
372,β细胞,Anatomy,12787,12790
373,胰岛素,Anatomy,12790,12793
374,胰岛β细胞,Anatomy,12582,12587
375,心肌细胞,Anatomy,12528,12532
376,SUR2A,Test,12534,12539
377,血管平滑肌细胞,Anatomy,12540,12548
378,SUR2B,Test,12550,12555
379,格列本脲,Drug,12465,12469
380,格列齐特,Drug,12474,12478
381,胰岛β细胞,Anatomy,12485,12490
382,妊娠期糖尿病,Disease,3759,3765
383,T2DM,Disease,3772,3776
384,T1DM,Disease,3778,3782
385,磺脲类药物,Drug,353,358
386,磺脲类药物,Drug,390,395
387,磺脲类药物,Drug,441,446
388,磺脲类药物,Drug,472,477
389,磺脲类药物,Drug,575,580
390,磺脲类药物,Drug,619,624
391,磺脲类药物,Drug,1252,1257
392,磺脲类药物,Drug,1302,1307
393,磺脲类药物,Drug,1355,1360
394,磺脲类药物,Drug,1400,1405
395,磺脲类药物,Drug,1437,1442
396,磺脲类药物,Drug,1478,1483
397,磺脲类药物,Drug,2997,3002
398,磺脲类药物,Drug,3043,3048
399,磺脲类药物,Drug,3098,3103
400,磺脲类药物,Drug,3150,3155
401,磺脲类药物,Drug,3210,3215
402,磺脲类药物,Drug,3243,3248
403,磺脲类药物,Drug,3326,3331
404,磺脲类药物,Drug,3371,3377
405,磺脲类药物,Drug,3403,3408
406,磺脲类药物,Drug,3444,3450
407,磺脲类药物,Drug,3542,3547
408,磺脲类药物,Drug,3698,3703
409,磺脲类药物,Drug,3751,3756
410,磺脲类药物,Drug,3800,3805
411,磺脲类药物,Drug,3855,3860
412,磺脲类药物,Drug,3888,3893
413,磺脲类药物,Drug,3969,3974
414,磺脲类药物,Drug,4018,4023
415,磺脲类药物,Drug,4401,4406
416,磺脲类药物,Drug,4495,4500
417,磺脲类药物,Drug,4524,4530
418,磺脲类药物,Drug,4615,4620
419,磺脲类药物,Drug,4740,4745
420,磺脲类药物,Drug,4877,4882
421,磺脲类药物,Drug,4900,4905
422,磺脲类药物,Drug,4935,4940
423,磺脲类药物,Drug,5179,5184
424,磺脲类药物,Drug,5198,5203
425,磺脲类药物,Drug,5222,5227
426,磺脲类药物,Drug,5350,5355
427,磺脲类药物,Drug,5391,5396
428,磺脲类药物,Drug,5457,5462
429,磺脲类药物,Drug,5543,5548
430,磺脲类药物,Drug,5590,5595
431,磺脲类药物,Drug,5617,5622
432,磺脲类药物,Drug,5637,5642
433,磺脲类药物,Drug,5718,5723
434,磺脲类药物,Drug,5955,5960
435,磺脲类药物,Drug,5983,5988
436,磺脲类药物,Drug,6030,6035
437,磺脲类药物,Drug,6053,6058
438,磺脲类药物,Drug,6074,6079
439,磺脲类药物,Drug,6089,6094
440,磺脲类药物,Drug,6434,6439
441,磺脲类药物,Drug,6451,6456
442,磺脲类药物,Drug,6537,6542
443,磺脲类药物,Drug,6761,6766
444,磺脲类药物,Drug,7354,7359
445,磺脲类药物,Drug,7644,7650
446,磺脲类药物,Drug,7758,7763
447,磺脲类药物,Drug,8653,8658
448,磺脲类药物,Drug,8699,8704
449,磺脲类药物,Drug,8770,8775
450,磺脲类药物,Drug,9464,9469
451,磺脲类药物,Drug,9475,9480
452,磺脲类药物,Drug,9670,9675
453,磺脲类药物,Drug,9750,9755
454,磺脲类药物,Drug,9853,9859
455,磺脲类药物,Drug,9998,10004
456,磺脲类药物,Drug,10083,10088
457,磺脲类药物,Drug,10257,10262
458,磺脲类药物,Drug,10292,10297
459,磺脲类药物,Drug,10314,10319
460,磺脲类药物,Drug,10374,10379
461,磺脲类药物,Drug,10404,10409
462,磺脲类药物,Drug,10523,10528
463,磺脲类药物,Drug,10539,10544
464,磺脲类药物,Drug,10570,10575
465,磺脲类药物,Drug,10640,10645
466,磺脲类药物,Drug,10676,10681
467,磺脲类药物,Drug,10695,10700
468,磺脲类药物,Drug,10727,10732
469,磺脲类药物,Drug,10794,10799
470,磺脲类药物,Drug,10851,10856
471,磺脲类药物,Drug,10907,10912
472,磺脲类药物,Drug,11287,11292
473,磺脲类药物,Drug,11311,11316
474,磺脲类药物,Drug,11331,11336
475,磺脲类药物,Drug,11354,11359
476,磺脲类药物,Drug,11372,11377
477,磺脲类药物,Drug,11933,11938
478,磺脲类药物,Drug,11955,11960
479,磺脲类药物,Drug,12036,12041
480,磺脲类药物,Drug,12243,12248
481,磺脲类药物,Drug,12261,12266
482,磺脲类药物,Drug,12322,12327
483,磺脲类药物,Drug,12623,12628
484,磺脲类药物,Drug,12649,12654
485,磺脲类药物,Drug,12690,12695
486,磺脲类药物,Drug,12748,12753
487,磺脲类药物,Drug,12899,12904
488,磺脲类药物,Drug,12938,12943
489,磺脲类药物,Drug,12967,12972
490,HBA1C,Test,4782,4787
491,HBA1C,Test,6668,6673
492,T2DM,Disease,159,163
493,T2DM,Disease,3415,3419
494,T2DM,Disease,3433,3437
495,T2DM,Disease,4226,4230
496,T2DM,Disease,4502,4506
497,T2DM,Disease,4539,4543
498,T2DM,Disease,4626,4630
499,T2DM,Disease,4668,4672
500,T2DM,Disease,4697,4701
501,T2DM,Disease,4794,4798
502,T2DM,Disease,4837,4841
503,T2DM,Disease,4892,4896
504,T2DM,Disease,5667,5671
505,T2DM,Disease,6133,6137
506,T2DM,Disease,6643,6647
507,T2DM,Disease,6812,6816
508,T2DM,Disease,7079,7083
509,T2DM,Disease,8452,8456
510,T2DM,Disease,9007,9011
511,T2DM,Disease,9026,9030
512,T2DM,Disease,9137,9141
513,T2DM,Disease,9179,9183
514,T2DM,Disease,9452,9456
515,T2DM,Disease,9738,9742
516,T2DM,Disease,9784,9788
517,T2DM,Disease,10383,10387
518,T2DM,Disease,12128,12132
519,T2DM,Disease,12376,12380
520,格列喹酮,Drug,7859,7863
521,格列喹酮,Drug,11702,11706
522,格列齐特,Drug,8038,8042
523,格列齐特,Drug,8082,8086
524,格列齐特,Drug,11640,11644
525,格列吡嗪,Drug,7928,7932
526,格列吡嗪,Drug,7999,8003
527,格列吡嗪,Drug,11554,11558
528,二甲双胍,Drug,3073,3077
529,二甲双胍,Drug,4249,4253
530,肾功能,Test,9918,9921
531,肾功能,Test,11493,11496
532,体重,Test,3865,3867
533,体重,Test,3880,3882
534,体重,Test,4948,4950
535,体重,Test,4966,4968
536,体重,Test,5006,5008
537,体重,Test,5060,5062
538,体重,Test,5162,5164
539,体重,Test,11337,11339
540,体重,Test,11365,11367
541,磺脲类药物,Drug,496,502
542,磺脲类药物,Drug,4238,4244
543,磺脲类药物,Drug,4983,4989
544,磺脲类药物,Drug,5513,5519
545,基础胰岛素,Drug,3452,3457
546,格列本脲,Drug,8122,8126
547,格列本脲,Drug,11525,11529
548,格列美脲,Drug,7962,7966
549,格列美脲,Drug,11596,11600
550,eGFR,Test,11502,11506
551,eGFR,Test,11530,11534
552,eGFR,Test,11543,11547
553,eGFR,Test,11559,11563
554,eGFR,Test,11585,11589
555,eGFR,Test,11601,11605
556,eGFR,Test,11629,11633
557,eGFR,Test,11645,11649
558,eGFR,Test,11691,11695
559,eGFR,Test,11707,11711
560,eGFR,Test,11740,11744
561,eGFR,Test,11752,11756
562,血糖,Test,3079,3081
563,血糖,Test,3342,3344
564,血糖,Test,4157,4159
565,血糖,Test,6000,6002
566,血糖,Test,6693,6695
567,血糖,Test,7261,7263
568,血糖,Test,7289,7291
569,血糖,Test,7638,7640
570,血糖,Test,7654,7656
571,血糖,Test,7679,7681
572,血糖,Test,8445,8447
573,血糖,Test,9071,9073
574,血糖,Test,10342,10344
575,血糖,Test,10987,10989
576,血糖,Test,12197,12199
577,体重,Test,11320,11323
578,口服降糖药物,Drug,1269,1275
579,胰岛素,Drug,3410,3413
580,体重增加,SideEff,3467,3471
581,低血糖,SideEff,3472,3475
582,重度肝损害,Disease,3492,3497
583,通讯,SideEff,0,2
584,口服降糖药,Drug,4656,4662
585,磺脲类药物,Drug,4847,4852
586,二甲双胍,Drug,4854,4858
587,二甲双胍,Drug,5090,5094
588,阿卡波糖,Drug,5095,5100
589,钠-葡萄糖协同转运蛋白2,Drug,5101,5113
590,超重,Disease,5171,5173
591,肥胖,Disease,5174,5176
592,体重增加,SideEff,5206,5210
593,越高,Test_Value,5444,5446
594,降幅越大,Test_Value,5452,5456
595,低血糖,SideEff,5531,5534
596,体重增加,SideEff,5535,5539
597,甲苯磺丁脲,Drug,5643,5648
598,氯磺丙脲,Drug,5649,5653
599,心血管事件,Disease,5673,5678
600,格列美脲,Drug,5743,5748
601,格列齐特,Drug,5749,5753
602,格列吡嗪,Drug,5754,5758
603,格列喹酮,Drug,5759,5763
604,格列本脲,Drug,5764,5768
605,格列喹酮,Drug,5786,5790
606,格列吡嗪普通剂型,Drug,5791,5799
607,格列美脲,Drug,5814,5818
608,格列吡嗪控释剂,Drug,5819,5826
609,格列齐特,Drug,5827,5832
610,格列齐特缓释片,Drug,5833,5840
611,格列本脲,Drug,5841,5845
612,低血糖,SideEff,5975,5978
613,显著升高,Test_Value,6351,6355
614,显著降低,Test_Value,6380,6385
615,胰岛素分泌不足,Disease,6470,6478
616,胰岛素抵抗,Disease,6479,6484
617,二甲双胍,Drug,6583,6587
618,格列齐特,Drug,6589,6593
619,格列美脲,Drug,6594,6598
620,二甲双胍,Drug,6651,6655
621,磺脲类药物,Drug,6658,6663
622,磺脲类药物,Drug,6739,6744
623,α-糖苷酶抑制剂,Drug,6746,6754
624,磺脲类药物,Drug,6843,6848
625,阿卡波糖,Drug,6850,6855
626,空腹血糖,Test,6819,6823
627,餐后血糖,Test,6824,6828
628,空腹血糖,Test,6871,6875
629,餐后血糖,Test_Value,6915,6919
630,阿卡波糖,Drug,7008,7012
631,格列本脲,Drug,7013,7017
632,格列本脲,Drug,7025,7029
633,阿卡波糖,Drug,7031,7035
634,显著降低,Test_Value,7036,7040
635,格列吡嗪控释片,Drug,7086,7094
636,阿卡波糖,Drug,7096,7100
637,体质指数,Test,7121,7125
638,腰围,Test,7147,7149
639,HBA1C,Test,7151,7156
640,血糖,Test,7198,7201
641,日间血糖变异度,Test,7204,7211
642,日内血糖变异度,Test,7212,7219
643,磺脲类药物,Drug,7230,7235
644,噻唑烷二酮类药物,Drug,7237,7245
645,磺脲类药物,Drug,7338,7344
646,罗格列酮,Drug,7345,7349
647,磺脲类药物,Drug,7472,7477
648,二肽基肽酶-4抑制剂,Drug,7479,7489
649,胰高血糖素样肽-1,Anatomy,7555,7565
650,格列美脲,Drug,7717,7721
651,维格列汀,Drug,7724,7728
652,磺脲类药物,Drug,8262,8267
653,DPP-4抑制剂,Drug,8269,8277
654,磺脲类药物,Drug,8295,8300
655,SGLT-2抑制剂,Drug,8302,8311
656,低血糖,SideEff,8280,8283
657,抑制近端肾小管钠-葡萄糖重吸收,Reason,8329,8345
658,促进尿糖排泄,Reason,8346,8352
659,血糖,Test,8354,8356
660,磺脲类药物,Drug,8359,8364
661,SGLT-2抑制剂,Drug,8367,8376
662,血糖,Test,8384,8386
663,2.5mg/d,Amount,8483,8490
664,5mg/d,Amount,8491,8496
665,10mg/d,Amount,8497,8503
666,0.41%,Test_Value,8518,8523
667,0.56%,Test_Value,8524,8529
668,0.73%,Test_Value,8530,8535
669,低血糖,SideEff,8564,8567
670,低血糖事件,Disease,8678,8683
671,显著降低,Test_Value,8796,8801
672,格列美脲,Drug,8860,8864
673,利拉鲁肽,Drug,8866,8870
674,格列美脲,Drug,8904,8908
675,罗格列酮,Drug,8910,8914
676,格列美脲,Drug,8917,8921
677,利拉鲁肽,Drug,8923,8928
678,磺脲类药物,Drug,8966,8971
679,胰岛素,Drug,8973,8976
680,磺脲类药物,Drug,8994,8999
681,胰岛素,Drug,9001,9004
682,磺脲类药物,Drug,9038,9043
683,基础胰岛素,Drug,9045,9050
684,口服降糖药物,Drug,9075,9082
685,口服降糖药,Drug,9060,9065
686,磺脲类药物,Drug,9085,9090
687,基础胰岛素,Drug,9093,9098
688,格列美脲,Drug,9186,9190
689,甘精胰岛素,Drug,9192,9197
690,格列美脲,Drug,9253,9257
691,重组人胰岛素,Drug,9259,9266
692,低血糖,SideEff,9325,9328
693,磺脲类药物,Drug,9390,9395
694,基础胰岛素,Drug,9397,9402
695,体重增加,SideEff,9422,9426
696,低血糖,SideEff,9428,9431
697,丙氨酸氨基转移酶,Test,9504,9512
698,血清总胆红素,Test,9599,9605
699,肝性脑病,Disease,9689,9694
700,腹水,Disease,9695,9697
701,凝血障碍,Disease,9698,9702
702,失代偿肝硬化,Disease,9703,9709
703,糖尿病,Disease,9942,9945
704,肾脏,Anatomy,9970,9972
705,低血糖,SideEff,10212,10215
706,低血糖,SideEff,10227,10230
707,低血糖,SideEff,10284,10287
708,糖尿病,Disease,10147,10150
709,糖尿病,Disease,10101,10104
710,糖尿病,Disease,10390,10393
711,磺胺类药物过敏,Disease,10663,10670
712,低血糖,SideEff,10705,10708
713,低血糖,SideEff,10858,10861
714,高龄,Reason,10871,10873
715,饮酒,Reason,10874,10876
716,合并肝、肾疾病,Reason,10877,10884
717,药物过量,Reason,10885,10889
718,药物相互作用,Reason,10890,10897
719,糖尿病,Disease,10899,10902
720,低血糖,SideEff,10940,10943
721,格列齐特缓释片,Drug,10949,10956
722,格列美脲,Drug,10957,10962
723,短效制剂,Drug,10967,10971
724,很低,Test_Value,11176,11178
725,增加体重,SideEff,11292,11296
726,明显增加,Test_Value,11323,11327
727,格列美脲,Drug,12137,12141
