,entity,label,start,end
117,血糖,Test,2189,2191
118,糖尿病视网膜病变,Disease,2404,2412
119,CGM,Test,2501,2504
120,SMBG,Test,2546,2550
121,糖尿病,Disease,2606,2610
122,每日7~8次,Frequency,2642,2648
123,血糖,Test,2707,2709
124,血糖,Test,3081,3083
125,血糖,Test,3751,3753
126,血糖,Test,3826,3828
127,青少年糖尿病,Disease,3847,3853
128,HBA1C,Test,3862,3867
129,7%,Test_Value,3870,3872
130,HBA1C,Test,4068,4073
131,血糖,Test,4157,4159
132,血糖,Test,4207,4209
133,HBA1C,Test,5485,5490
134,HBA1C,Test,5560,5565
135,空腹血糖,Test,5567,5571
136,餐后血糖,Test,5572,5576
137,二甲双胍,Drug,5215,5219
138,餐后血糖,Test,4819,4823
139,餐后血糖,Test,4870,4874
140,餐后血糖,Test,5108,5112
141,餐后血糖,Test,5201,5205
142,DPP-4抑制剂,Drug,5273,5281
143,GLP-1,Anatomy,5308,5313
144,血糖,Test,0,2
145,血糖,Test,70,72
146,血糖,Test,100,102
147,血糖,Test,155,157
148,血糖,Test,169,171
149,血糖,Test,202,204
150,血糖,Test,260,262
151,血糖,Test,275,277
152,血糖,Test,284,286
153,血糖,Test,318,320
154,血糖,Test,326,329
155,血糖,Test,334,336
156,血糖,Test,344,346
157,血糖,Test,373,375
158,血糖,Test,397,399
159,血糖,Test,408,410
160,血糖,Test,514,516
161,血糖,Test,607,609
162,血糖,Test,639,642
163,血糖,Test,691,693
164,血糖,Test,751,753
165,血糖,Test,852,854
166,血糖,Test,886,888
167,血糖,Test,930,932
168,血糖,Test,1035,1037
169,血糖,Test,1068,1070
170,血糖,Test,1998,2000
171,血糖,Test,2011,2013
172,血糖,Test,2024,2026
173,血糖,Test,2059,2061
174,血糖,Test,2119,2121
175,血糖,Test,2160,2162
176,血糖,Test,2281,2283
177,血糖,Test,2374,2376
178,血糖,Test,2397,2400
179,血糖,Test,2433,2435
180,血糖,Test,2558,2560
181,血糖,Test,2579,2581
182,血糖,Test,2673,2675
183,血糖,Test,2721,2723
184,血糖,Test,2756,2758
185,血糖,Test,2775,2777
186,血糖,Test,2794,2796
187,血糖,Test,2820,2822
188,血糖,Test,2843,2845
189,血糖,Test,2872,2874
190,血糖,Test,2902,2904
191,血糖,Test,2955,2957
192,血糖,Test,3016,3018
193,血糖,Test,3139,3141
194,血糖,Test,3247,3249
195,血糖,Test,3286,3288
196,血糖,Test,3325,3327
197,血糖,Test,3364,3366
198,血糖,Test,3385,3387
199,血糖,Test,3417,3420
200,血糖,Test,3455,3457
201,血糖,Test,3481,3483
202,血糖,Test,3491,3493
203,血糖,Test,3516,3518
204,血糖,Test,3566,3568
205,血糖,Test,3581,3583
206,血糖,Test,3727,3729
207,血糖,Test,3880,3882
208,血糖,Test,4040,4042
209,血糖,Test,4087,4089
210,血糖,Test,4368,4370
211,血糖,Test,4479,4481
212,血糖,Test,4620,4622
213,血糖,Test,4643,4645
214,血糖,Test,4662,4664
215,血糖,Test,4794,4796
216,血糖,Test,4842,4844
217,血糖,Test,4851,4853
218,血糖,Test,4898,4900
219,血糖,Test,4977,4979
220,血糖,Test,4999,5002
221,血糖,Test,5015,5017
222,血糖,Test,5030,5032
223,血糖,Test,5114,5116
224,血糖,Test,5210,5212
225,血糖,Test,5431,5433
226,血糖,Test,5521,5523
227,血糖,Test,5546,5548
228,血糖,Test,5582,5584
229,血糖,Test,5621,5623
230,血糖,Test,5631,5633
231,血糖,Test,5693,5695
232,胰岛β细胞功能,Test,419,427
233,β细胞功能减退,Reason,459,467
234,β细胞功能,Test,505,510
235,糖尿病并发症,Disease,912,918
236,糖尿病慢性并发症,Disease,2030,2038
237,糖尿病并发症,Disease,2103,2109
238,糖尿病慢性并发症,Disease,2124,2132
239,MAGE,Test,2246,2250
240,CGMS,Test,2365,2369
241,胰岛功能,Test,2967,2971
242,糖尿病病程,Test,4062,4067
