,entity,label,start,end
147,2~4IU,Amount,4109,4114
148,午餐前,Frequency,4105,4108
149,2~4IU,Amount,4141,4146
150,每日2次,Frequency,4192,4196
151,每日3次,Frequency,4199,4203
152,预混胰岛素,Drug,4186,4191
153,预混人胰岛素,Drug,4209,4215
154,预混胰岛素类似物,Drug,4217,4225
155,低预混胰岛素,Drug,4231,4237
156,每日2次,Frequency,4237,4241
157,7.0%,Test_Value,4250,4254
158,早餐后血糖,Test,4256,4261
159,10.0mmol/L,Test_Value,4262,4272
160,低预混胰岛素类似物,Drug,4279,4289
161,每日3次,Frequency,4289,4293
162,早餐后血糖,Test,4295,4300
163,10.0mmol/L,Test_Value,4301,4311
164,中预混胰岛素类似物,Drug,4323,4332
165,每日3次,Frequency,4332,4337
166,预混胰岛素类似物,Drug,4344,4352
167,餐前即刻注射,Method,4354,4360
168,餐后立即注射,Method,4361,4368
169,中预混胰岛素类似物,Drug,4375,4384
170,每日3次,Frequency,4384,4388
171,6mmol/L,Test_Value,4409,4416
172,低预混胰岛素类似物,Drug,4429,4438
173,晚餐前,Frequency,4423,4426
174,7.0%,Test_Value,4518,4522
175,每日1次,Frequency,4529,4534
176,预混胰岛素类似物,Drug,4534,4542
177,每日2次,Frequency,4562,4566
178,每日3次,Frequency,4567,4571
179,7.0%,Test_Value,4627,4631
180,预混胰岛素,Drug,4642,4647
181,中预混胰岛素类似物,Drug,4661,4671
182,预混胰岛素类似物,Drug,4685,4693
183,每日1次,Frequency,4693,4697
184,10~12IU,Amount,4705,4712
185,早餐前血糖,Test,4721,4726
186,预混胰岛素,Drug,6602,6607
187,基础及餐时胰岛素,Drug,6612,6620
188,糖尿病,Disease,6634,6637
189,低血糖,Disease,6693,6696
190,预混胰岛素,Drug,6719,6724
191,心脑血管疾病,Disease,6530,6536
192,胰岛素,Drug,6553,6556
193,低血糖,Disease,6589,6592
194,预混胰岛素,Drug,5796,5801
195,预混胰岛素,Drug,5882,5887
196,每日2次,Frequency,5908,5912
197,预混胰岛素,Drug,5912,5917
198,每3~5天,Frequency,5968,5973
199,1~4IU,Amount,5983,5988
200,每日2次,Frequency,6000,6004
201,预混胰岛素,Drug,6004,6009
202,餐前血糖,Test,4754,4758
203,预混胰岛素类似物,Drug,4769,4777
204,3~6IU,Amount,4777,4782
205,午餐后血糖,Test,4818,4823
206,晚餐前和空腹血糖,Test,4786,4794
207,预混胰岛素类似物,Drug,4834,4842
208,3IU,Amount,4842,4845
209,午餐后或晚餐前血糖,Test,4868,4877
210,预混胰岛素类似物,Drug,4917,4926
211,每日1次,Frequency,4926,4930
212,预混胰岛素类似物,Drug,4964,4972
213,每日2次,Frequency,4972,4976
214,中预混胰岛素类似物,Drug,5073,5082
215,餐后血糖,Test,5086,5090
216,胰岛素促泌剂,Drug,4993,4999
217,胰岛素,Drug,5008,5011
218,低血糖,SideEff,5015,5018
219,体重增加,SideEff,5019,5023
220,二甲双胍,Drug,5034,5038
221,α-糖苷酶抑制剂,Drug,5039,5047
222,TZD类药物,Drug,5062,5068
223,预混胰岛素类似物,Drug,5103,5111
224,自我血糖监测,Test,5131,5137
225,自我血糖监测,Test,5138,5144
226,糖尿病,Disease,5185,5188
227,每日1次,Frequency,5263,5267
228,预混胰岛素类似物,Drug,5267,5275
229,每2周,Frequency,5371,5374
230,每周,Frequency,5352,5355
231,空腹、晚餐后和睡前血糖,Test,5359,5370
232,每周,Frequency,5402,5404
233,空腹、晚餐后和睡前血糖,Test,5412,5423
234,每日2次,Frequency,5457,5461
235,预混胰岛素,Drug,5461,5466
236,预混人胰岛素,Drug,5469,5475
237,预混胰岛素类似物),Drug,5476,5486
238,每日2次,Frequency,5497,5501
239,每周,Frequency,5518,5520
240,空腹和晚餐前血糖,Test,5524,5533
241,每2周,Frequency,5534,5537
242,每周,Frequency,5564,5566
243,空腹、晚餐前和晚餐后血糖,Test,5574,5587
244,每月,Frequency,5588,5590
245,每日3次,Frequency,5621,5625
246,预混胰岛素类似物,Drug,5625,5633
247,每日3次,Frequency,5644,5649
248,预混胰岛素类似物,Drug,5649,5657
249,每天,Frequency,5665,5667
250,空腹、三餐前后、睡前,Test,5682,5692
251,每日,Frequency,5699,5701
252,低血糖,SideEff,5740,5743
253,空腹高血糖,SideEff,5763,5768
254,夜间低血糖,SideEff,5770,5775
255,夜间血糖,Test,5780,5784
256,HBA1C,Test,2553,2558
257,HBA1C,Test,2692,2697
258,HBA1C,Test,2906,2911
259,HBA1C,Test,2961,2966
260,HBA1C,Test,2998,3003
261,HBA1C,Test,3978,3983
262,HBA1C,Test,4244,4249
263,HBA1C,Test,4512,4517
264,HBA1C,Test,4621,4626
265,HBA1C,Test,4748,4753
266,HBA1C,Test,4812,4817
267,T2DM,Disease,164,168
268,T2DM,Disease,269,273
269,T2DM,Disease,324,328
270,T2DM,Disease,2899,2903
271,T2DM,Disease,6450,6454
272,T2DM,Disease,6545,6549
273,空腹血糖,Test,2698,2702
274,空腹血糖,Test,3008,3012
275,空腹血糖,Test,4404,4408
276,餐后血糖,Test,4396,4400
277,预混胰岛素,Drug,528,533
278,预混胰岛素,Drug,3221,3226
279,预混胰岛素,Drug,3416,3421
280,预混胰岛素,Drug,3562,3567
281,预混胰岛素,Drug,4652,4657
282,预混胰岛素,Drug,5333,5338
283,预混胰岛素,Drug,5501,5507
284,预混胰岛素,Drug,5938,5943
285,预混胰岛素,Drug,6206,6211
286,赖脯胰岛素,Drug,3571,3576
287,赖脯胰岛素,Drug,3633,3638
288,血糖,Test,257,259
289,血糖,Test,490,492
290,血糖,Test,1007,1009
291,血糖,Test,3997,3999
292,血糖,Test,4505,4507
293,血糖,Test,4545,4547
294,血糖,Test,5347,5349
295,血糖,Test,5392,5394
296,血糖,Test,5396,5398
297,血糖,Test,5408,5410
298,血糖,Test,5444,5446
299,血糖,Test,5513,5515
300,血糖,Test,5555,5557
301,血糖,Test,5559,5561
302,血糖,Test,5570,5572
303,血糖,Test,5608,5610
304,血糖,Test,5677,5679
305,血糖,Test,5694,5696
306,血糖,Test,5710,5712
307,血糖,Test,5752,5754
308,血糖,Test,5789,5791
309,血糖,Test,5823,5825
310,血糖,Test,5842,5844
311,血糖,Test,5871,5873
312,血糖,Test,5991,5993
313,血糖,Test,6096,6098
314,血糖,Test,6194,6196
315,血糖,Test,6300,6302
316,血糖,Test,6392,6394
317,血糖,Test,6457,6459
318,血糖,Test,6687,6689
319,糖尿病,Disease,92,95
320,糖尿病,Disease,37,40
321,糖尿病,Disease,73,76
322,餐后血糖升高,Symptom,172,178
323,中国患者胰岛β细胞功能的衰退更显著,Reason,189,206
324,饮食结构多以碳水化合物为主,Reason,207,221
325,胰岛素,Drug,354,357
326,胰岛素抵抗,Disease,380,385
327,胰岛素,Drug,508,511
328,胰岛素,Drug,737,740
329,胰岛素,Drug,878,881
330,速效胰岛素类似物,Drug,2219,2228
331,赖脯胰岛素,Drug,2229,2234
332,门冬胰岛素,Drug,2235,2240
333,餐后血糖升高,Symptom,2829,2836
334,口服降糖药,Drug,2857,2862
335,口服降糖药,Drug,2946,2951
336,口服降糖药物,Drug,2979,2985
337,胰岛素,Drug,3301,3304
338,早、晚餐前30min,Frequency,3389,3399
339,皮下注射,Method,3399,3403
340,餐后血糖升高明显,Symptom,3765,3774
341,血糖波动较大,Symptom,3776,3782
342,口服降糖药,Drug,3787,3792
343,胰岛素,Drug,4117,4120
344,口服降糖药,Drug,4491,4496
345,口服降糖药,Drug,4606,4612
346,晚餐前,Frequency,4713,4716
347,注射,Method,4716,4718
348,口服降糖药,Drug,4904,4909
349,口服降糖药,Drug,4950,4955
350,每日3次,Frequency,4977,4982
351,升高明显,Test_Value,5090,5095
352,餐前,Frequency,5113,5115
353,餐后,Frequency,5120,5122
354,注射,Method,5117,5119
355,注射,Method,5125,5127
356,胰岛素,Drug,5233,5236
357,胰岛素,Drug,5730,5733
358,胰岛素,Drug,5832,5835
359,胰岛素,Drug,5859,5862
360,胰岛素,Drug,6710,6713
