,entity,label,start,end
258,巨大儿,Disease,5176,5179
259,餐后2h血糖,Test,5185,5192
260,餐后1h血糖,Test,5196,5204
261,血糖,Test,5245,5247
262,恶性肿瘤,Disease,5272,5276
263,老年痴呆症,Disease,5277,5282
264,癫痫,Disease,5283,5285
265,HBA1C,Test,5300,5305
266,不应超过9%,Test_Value,5308,5314
267,HBA1C,Test,5324,5329
268,7%,Test_Value,5336,5338
269,精神或智力障碍,Disease,5356,5363
270,视力障碍,Disease,5365,5369
271,血糖,Test,5384,5386
272,HBA1C,Test,5397,5402
273,9%,Test_Value,5410,5412
274,血糖,Test,5417,5419
275,急性代谢紊乱,Symptom,5427,5434
276,感染,Symptom,5435,5437
277,低血糖,Symptom,5438,5441
278,血糖,Symptom,5453,5455
279,糖尿病,Disease,5483,5486
280,血糖,Test,5502,5504
281,血糖,Test,5533,5535
282,糖尿病,Disease,5591,5594
283,血糖,Test,5598,5600
284,糖尿病,Disease,5630,5633
285,糖尿病,Disease,5690,5693
286,血糖,Test,5713,5716
287,血糖,Test,5732,5734
288,低血糖,Symptom,5766,5769
289,高血糖,Symptom,5770,5773
290,HBA1C,Test,5799,5804
291,HBA1C,Test,5817,5822
292,HBA1C,Test,5847,5852
293,HBA1C,Test,5861,5866
294,<6.0%,Test_Value,5877,5882
295,<6.5%,Test_Value,5883,5888
296,<7.O%,Test_Value,5889,5894
297,≤7.5%,Test_Value,5895,5900
298,<9.0%,Test_Value,5907,5912
299,<8.0%,Test_Value,5901,5906
300,低血糖,Symptom,5935,5939
301,体重增加,Symptom,5940,5944
302,降糖药物,Drug,5952,5956
303,糖尿病,Disease,5961,5964
304,妊娠,Disease,5966,5968
305,妊娠期发现的糖尿病,Disease,5969,5978
306,降糖药物,Drug,6013,6017
307,胰岛素,Drug,6026,6029
308,低血糖,Symptom,6039,6042
309,胰岛素,Drug,6063,6066
310,糖尿病,Disease,6069,6072
311,心血管疾病(CVD),Disease,6079,6089
312,CVD,Disease,6090,6093
313,极高危,Level,6093,6096
314,恶性肿瘤,Disease,6119,6123
315,低血糖,Symptom,6132,6135
316,精神或智力或视力障碍,Disease,6151,6161
317,HBA1C,Test,6185,6190
318,高血糖,Symptom,6199,6202
319,急性代谢紊乱,Symptom,6205,6212
320,感染,Symptom,6213,6215
321,糖尿病,Disease,6219,6222
322,血糖,Test,6225,6227
323,血糖,Test,6267,6269
324,HBA1C,Test,6289,6294
325,低血糖,Symptom,6308,6311
326,死亡,Symptom,6312,6314
327,瞬时血糖,Test,6363,6367
328,血糖,Test,6370,6372
329,HBA1C,Test,6320,6325
330,HBA1C,Test,6380,6385
331,血糖,Test,6421,6423
332,HBA1C,Test,6443,6448
333,血糖,Test,6541,6543
334,CVD,Disease,6546,6549
335,血压,Test,6554,6556
336,血脂,Test,6557,6559
337,体重,Test,6560,6563
338,促凝状态,Test,6565,6569
339,戒烟,Treatment,6573,6575
340,活方式干预,Treatment,6577,6582
341,糖尿病并发症,Disease,6592,6598
342,血糖,Test,100,103
343,糖尿病病程较长,Level,359,366
344,糖尿病病程较长,Symptom,359,366
345,血糖,Test,403,405
346,CVD,Disease,408,411
347,低血糖,Symptom,631,634
348,体重增加,Symptom,635,639
349,血糖,Test,665,667
350,病程长,Symptom,700,703
351,低血糖史,Symptom,705,709
352,CVD,Symptom,711,714
353,血糖,Test,1626,1628
354,病程较短,Level,1667,1671
355,病程较短,Symptom,1667,1671
356,低血糖,Symptom,1676,1679
357,体重增加,Symptom,1681,1685
358,血糖,Test,1696,1698
359,CVD,Disease,1940,1943
360,生活方式干预,Treatment,2417,2423
361,生活方式干预,Treatment,2671,2678
362,血糖,Test,3095,3097
363,病程长,Symptom,3074,3078
364,2型糖尿病,Disease,4,9
365,HBA1C,Test,9,14
366,HBA1C,Test,1808,1813
367,HBA1C,Test,4236,4241
368,HBA1C,Test,4266,4271
369,肾功能,Test,4202,4205
370,GDM,Disease,4828,4831
371,GDM,Disease,5075,5078
372,心血管疾病,Disease,464,469
373,血糖,Test,1203,1205
374,血糖,Test,4165,4167
375,血糖,Test,4188,4190
376,血糖,Test,4210,4212
377,血糖,Test,4223,4225
378,血糖,Test,4258,4260
379,血糖,Test,4741,4743
380,血糖,Test,5544,5546
