,entity,label,start,end
349,甘精胰岛素,Drug,9175,9180
350,6.2年,Duration,9193,9197
351,甘精胰岛素,Drug,9213,9218
352,MACE,Disease,9225,9229
353,二肽基肽酶4(DPP-4)抑制剂,Drug,9274,9290
354,DPP-4抑制剂,Drug,9317,9326
355,西格列汀,Drug,9354,9358
356,3年,Duration,9408,9410
357,西格列汀,Drug,9436,9440
358,心血管事件复合终点,Disease,9443,9453
359,MACE,Disease,9457,9461
360,不稳定型心绞痛,Disease,9462,9469
361,心力衰竭,Disease,9513,9517
362,沙格列汀,Drug,9524,9528
363,糖尿病,Disease,9530,9533
364,2.1年,Duration,9602,9606
365,沙格列汀,Drug,9633,9637
366,MACE,Disease,9642,9646
367,心力衰竭,Disease,9683,9687
368,阿格列汀,Drug,9709,9713
369,ACS,Disease,9726,9729
370,15~90d,Duration,9764,9770
371,ACS,Disease,9775,9778
372,阿格列汀,Drug,9788,9792
373,18个月,Duration,9808,9812
374,阿格列汀,Drug,9838,9842
375,MACE,Disease,9847,9851
376,利司那肽,Drug,9886,9890
377,ACS,Disease,9898,9901
378,180d,Duration,9957,9961
379,ACS,Disease,9966,9969
380,5个月,Duration,9986,9990
381,利司那肽,Drug,10016,10020
382,心血管事件复合终点,Disease,10023,10032
383,MACE,Disease,10037,10041
384,不稳定性心绞痛,Disease,10042,10049
385,心力衰竭,Disease,10093,10097
386,罗格列酮,Drug,10112,10116
387,吡格列酮,Drug,10117,10121
388,甘精胰岛素,Drug,10122,10128
389,西格列汀,Drug,10129,10133
390,沙格列汀,Drug,10134,10138
391,阿格列汀,Drug,10139,10143
392,利司那肽,Drug,10144,10148
393,SUs,Drug,10308,10311
394,格列奈类,Drug,10312,10316
395,维格列汀,Drug,10317,10322
396,胰岛素制剂,Drug,10326,10331
397,SUs,Drug,10369,10372
398,心肌梗死,Disease,10393,10397
399,卒中,Disease,10398,10400
400,那格列奈,Drug,10405,10409
401,缬沙坦,Drug,10410,10413
402,IGT,Disease,10414,10417
403,IGT,Disease,10464,10467
404,格列奈,Drug,10479,10483
405,心血管事件复合终点,Disease,10491,10500
406,MACE,Disease,10505,10509
407,心力衰竭,Disease,10510,10514
408,维格列汀,Drug,10596,10600
409,50mg/d,Amount,10621,10627
410,100mg/d,Amount,10656,10663
411,急性心肌梗死,Disease,10723,10729
412,胰岛素,Drug,10741,10744
413,餐时,Method,10739,10741
414,基础胰岛素,Drug,10746,10751
415,2.7年,Duration,10753,10757
416,心血管事件复合终点,Disease,10761,10771
417,MACE,Disease,10776,10780
418,冠状动脉,Anatomy,10781,10785
419,血运重建,Operation,10785,10789
420,ACS,Disease,10790,10793
421,基础胰岛素,Drug,10855,10860
422,餐时,Method,10864,10866
423,胰岛素,Drug,10866,10869
424,阿卡波糖,Drug,10962,10967
425,利格列汀,Drug,10968,10972
426,艾塞那肽(周制剂),Drug,10973,10982
427,度拉唐肽,Drug,10983,10987
428,阿必鲁肽,Drug,10988,10993
429,达格列净,Drug,10994,10998
430,坎格列净,Drug,10999,11003
431,德谷胰岛素,Drug,11004,11009
432,心血管事件,Disease,11060,11065
433,ASCVD,Disease,11159,11164
434,二甲双胍,Drug,11229,11233
435,二甲双胍,Drug,11276,11280
436,3个月,Duration,11365,11368
437,ASCVD,Duration,11426,11431
438,利拉鲁肽,Drug,11460,11464
439,恩格列净,Drug,11465,11470
440,3个月,Duration,11508,11511
441,胰岛素,Drug,11541,11544
442,非胰岛素降糖药,Drug,11563,11570
443,非胰岛素降糖药,Drug,11641,11648
444,HBA1C,Test,11694,11699
445,双胍类,Drug,11731,11734
446,二甲双胍,Drug,11740,11744
447,IR,Test,11737,11739
448,500~2000,Amount,11749,11757
449,1~3,Frequency,11758,11761
450,1.0~1.5,Level,11762,11769
451,500~2550,Amount,11790,11798
452,磺脲类,Drug,11799,11802
453,胰岛素,Test,11805,11808
454,格列本脲,Drug,11811,11815
455,2.5~15.0,Amount,11816,11824
456,1~3,Frequency,11825,11828
457,1.0~1.5,Level,11829,11836
458,高热,Symptom,11856,11859
459,恶心和呕吐,Symptom,11860,11865
460,甲状腺功能亢进症,Disease,11869,11877
461,肾上腺皮质功能减退症,Disease,11878,11889
462,垂体前叶功能减退症,Disease,11891,11901
463,格列吡嗪,Drug,11906,11910
464,2.5~30.0,Amount,11911,11919
465,1~3,Frequency,11920,11923
466,格列齐特缓释片,Drug,11924,11932
467,30~120,Amount,11933,11939
468,1~2,Frequency,11940,11943
469,80~320,Amount,11948,11954
470,格列喹,Drug,11955,11958
471,15~180,Amount,11961,11967
472,1~3,Frequency,11968,11971
473,格列美脲,Drug,11972,11976
474,1~6,Amount,11977,11980
475,1,Frequency,11981,11982
476,格列奈类,Drug,11983,11987
477,胰岛素,Test,11990,11993
478,瑞格列奈,Drug,11996,12000
479,1~16,Amount,12002,12006
480,2~3,Frequency,12007,12010
481,0.5~1.5,Level,12011,12018
482,轻度增加,Level,12026,12030
483,随餐服用,Method,12031,12035
484,不进餐不用药,Method,12036,12043
485,那格列奈,Drug,12043,12047
486,120~360,Amount,12048,12055
487,2~3,Frequency,12056,12059
488,米格列奈,Drug,12060,12064
489,30~60,Amount,12065,12070
490,2~3,Frequency,12071,12074
491,α-糖苷酶抑制剂,Drug,12075,12084
492,阿卡波糖,Drug,12099,12103
493,150~600,Amount,12104,12111
494,3,Frequency,12112,12113
495,0.5~0.8,Level,12115,12122
496,中性或降低,Level,12132,12137
497,伴有消化和吸收障碍,Symptom,12138,12147
498,胃肠道疾病,Disease,12149,12154
499,伏格列波糖,Drug,12157,12162
500,0.6~0,Amount,12163,12168
501,3,Frequency,12171,12172
502,TZDs,Drug,12173,12177
503,IR,Test,12180,12182
504,罗格列酮,Drug,12183,12187
505,4~8,Amount,12188,12191
506,1,Frequency,12192,12193
507,1.0~1.5,Level,12194,12201
508,心力衰竭,Disease,12222,12226
509,吡格列酮,Drug,12229,12233
510,15~45,Amount,12234,12239
511,1,Frequency,12240,12241
512,DPP-4抑制剂,Drug,12242,12250
513,内源性GLP-1,Test,12253,12262
514,西格列汀,Drug,12265,12269
515,100,Amount,12270,12273
516,1,Frequency,12274,12275
517,0.8~1.3,Level,12276,12283
518,荨麻疹,Disease,12307,12310
519,血管性水肿,Disease,12311,12317
520,剥脱性皮肤损害,Disease,12318,12326
521,支气管高反应性,Disease,12327,12334
522,维格列汀,Drug,12338,12342
523,50~100,Amount,12344,12350
524,1~2,Frequency,12351,12354
525,沙格列汀,Drug,12355,12359
526,5,Amount,12360,12361
527,1,Frequency,12362,12363
528,5,Amount,12369,12370
529,利格列汀,Drug,12364,12368
530,1,Frequency,12371,12372
531,阿格列汀,Drug,12373,12377
532,25,Amount,12378,12380
533,1,Frequency,12381,12382
534,GLP-1受体激动剂,Drug,12383,12394
535,GLP-1受体,Test,12397,12405
536,艾塞那肽,Drug,12406,12410
537,0.01~0.02,Amount,12411,12420
538,2,Frequency,12421,12422
539,0.9~1.5,Level,12423,12430
540,利拉鲁肽,Drug,12468,12472
541,0.6~1.8,Amount,12473,12480
542,1,Frequency,12481,12482
543,利司那肽,Drug,12483,12487
544,0.01~0.02,Amount,12488,12497
545,1,Frequency,12498,12499
546,度拉唐肽,Drug,12500,12504
547,0.75~1.50,Amount,12505,12514
548,每周1次,Frequency,12515,12519
549,阿必鲁肽,Drug,12520,12524
550,30~50,Amount,12525,12530
551,每周1次,Frequency,12531,12535
552,SGLT-2抑制剂,Drug,12536,12545
553,尿糖,Test,12548,12550
554,达格列净,Drug,12553,12557
555,5~10,Amount,12559,12563
556,1,Frequency,12564,12565
557,0.5~1.0,Level,12566,12573
558,坎格列净,Drug,12603,12607
559,100~300,Amount,12608,12615
560,1,Frequency,12616,12617
561,恩格列净,Drug,12618,12622
562,10~25,Amount,12623,12628
563,1,Frequency,12629,12630
564,HBA1C,Test,12645,12650
565,DPP-4,Test,12659,12664
566,二肽基肽酶4,Test,12665,12671
567,GLP-1:胰升糖素样肽1,Test,12672,12685
568,SGLT-2:钠-葡萄糖协同转运蛋白2,Test,12686,12705
569,胰岛素,Drug,12708,12711
570,胰岛素,Drug,12719,12722
571,胰岛素,Drug,12743,12746
572,人胰岛素,Drug,12795,12799
573,短效胰岛素(RI),Drug,12800,12809
574,2~4,Duration,12819,12822
575,15~60min,Duration,12810,12818
576,5~8,Duration,12824,12827
577,注射,Method,12828,12830
578,中效胰岛素(NPH),Drug,12854,12864
579,2.5~3.0h,Duration,12865,12873
580,5~7,Duration,12875,12878
581,13~16,Duration,12880,12885
582,糖尿病酮症酸中毒,Disease,12897,12905
583,糖尿病高渗综合征,Disease,12906,12915
584,长效胰岛素(PZI),Disease,12918,12928
585,3~4h,Duration,12929,12933
586,8~10,Duration,12935,12939
587,长达20,Duration,12940,12944
588,糖尿病酮症酸中毒,Disease,12956,12964
589,糖尿病高渗综合征,Disease,12965,12974
590,预混胰岛素,Drug,12977,12982
591,HI30R或HI70/30,Drug,12984,12997
592,30min,Duration,12999,13004
593,2~12,Duration,13005,13009
594,14~24,Duration,13010,13015
595,预混胰岛素(HI50R或HI50/50),Drug,13042,13063
596,30min,Duration,13064,13069
597,2~3,Duration,13070,13073
598,10~24,Duration,13075,13080
599,胰岛素类似物,Drug,13107,13113
600,赖脯胰岛素,Drug,13114,13119
601,10~15min,Duration,13120,13128
602,4~5,Duration,13137,13140
603,注射,Method,13016,13018
604,注射,Method,13081,13083
605,紧邻餐前或餐后立即给药,Method,13146,13157
606,门冬胰岛素,Drug,13158,13163
607,10~15min,Duration,13164,13172
608,1~2,Duration,13173,13176
609,4~6,Duration,13178,13181
610,紧邻餐前或餐后立即给药,Method,13187,13198
611,谷赖胰岛素,Drug,13199,13204
612,10~15min,Duration,13205,13213
613,1~2,Duration,13214,13217
614,4~6,Duration,13219,13222
615,餐前0~15min内或餐后立即给药,Method,13225,13242
616,甘精胰岛素,Drug,13243,13248
617,2~3h,Duration,13249,13253
618,长达30,Duration,13258,13262
619,糖尿病酮症酸中毒,Disease,13269,13277
620,地特胰岛素,Drug,13280,13285
621,3~4h,Duration,13286,13290
622,3~14,Duration,13293,13297
623,人胰岛素,Drug,13304,13308
624,德谷胰岛素,Drug,13333,13338
625,至少42,Duration,13344,13348
626,糖尿病酮症酸中毒,Disease,13355,13363
627,预混赖脯胰岛素,Drug,13366,13373
628,预混门冬胰岛素,Drug,13415,13422
629,预混赖脯胰岛素,Drug,13462,13469
630,预混门冬胰岛素,Drug,13511,13518
631,15min,Duration,13376,13381
632,10~20min,Duration,13425,13433
633,15min,Duration,13472,13477
634,10~20min,Duration,13521,13529
635,0.5~1.17,Duration,13383,13391
636,16~24,Duration,13392,13397
637,紧邻餐前或餐后立即给药,Method,13403,13414
638,1~4,Duration,13434,13437
639,14~24,Duration,13439,13444
640,0.5~1.17,Duration,13479,13487
641,16~24,Duration,13488,13493
642,1~4,Duration,13531,13534
643,14~24,Duration,13535,13540
644,紧邻餐前或餐后立即给药,Method,13450,13461
645,紧邻餐前或餐后立即给药,Method,13499,13510
646,紧邻餐前或餐后立即给药,Method,13546,13557
647,德谷胰岛素,Drug,13607,13612
648,ASCVD,Disease,13649,13654
649,急性期,Level,13654,13657
650,ASCVD,Disease,13662,13667
651,急性期,Level,13667,13670
652,ACS,Disease,13672,13675
653,缺血性卒中急性期,Disease,13676,13685
654,冠状动脉,Anatomy,13686,13690
655,血运重建,Operation,13690,13694
656,ACS,Disease,13755,13758
657,>10.0mmol/L,Test_Value,13765,13776
658,胰岛素,Drug,13782,13785
659,7.8~10.0mmol/L,Test_Value,13805,13819
660,经皮冠状动脉介入治疗(PCI),Operation,13841,13856
661,二甲双胍,Drug,13872,13876
662,血清肌酐(Scr),Test,13898,13907
663,Scr,Test,13910,13913
664,上升26.5μmol/L,Test_Value,13918,13930
665,对比剂肾病,Disease,13935,13941
666,二甲双胍,Drug,13953,13957
667,二甲双胍,Drug,13978,13982
668,冠状动脉旁路移植术(CABG),Operation,14039,14054
669,口服降糖药,Drug,14066,14071
670,胰岛素,Drug,14075,14078
671,心力衰竭,Disease,14088,14092
672,ASCVD,Disease,14098,14103
673,心力衰竭,Disease,14108,14112
674,心力衰竭,Disease,14118,14122
675,心力衰竭,Disease,14152,14156
676,二甲双胍,Drug,14166,14170
677,慢性心力衰竭,Disease,14191,14197
678,二甲双胍,Drug,14203,14207
679,乳酸性酸中毒,Disease,14213,14219
680,高血糖,Reason,17002,17005
681,高血压,Reason,17006,17009
682,血脂异常,Reason,17010,17014
683,超重,Reason,17015,17017
684,肥胖,Reason,17019,17021
685,ASCVD,Disease,17266,17271
686,心力衰竭,Disease,14238,14242
687,心力衰竭,Disease,14277,14281
688,急性心力衰竭,Disease,14283,14289
689,慢性心力衰竭,Disease,14303,14309
690,NYHA心功能Ⅱ~Ⅳ级,Level,14290,14302
691,沙格列汀,Drug,14375,14379
692,心力衰竭,Disease,14382,14386
693,心力衰竭,Disease,14416,14420
694,ACS,Disease,14429,14432
695,阿格列汀,Drug,14440,14444
696,心力衰竭,Disease,14447,14451
697,沙格列汀,Drug,14487,14491
698,阿格列汀,Drug,14492,14496
699,心力衰竭,Disease,14512,14516
700,西格列汀,Drug,14555,14559
701,心力衰竭,Disease,14562,14566
702,维格列汀,Drug,14571,14576
703,利拉鲁肽,Drug,14646,14650
704,利司那肽,Drug,14651,14655
705,心力衰竭,Disease,14660,14664
706,恩格列净,Drug,14723,14728
707,心力衰竭,Disease,14731,14735
708,胰岛素,Drug,14741,14744
709,胰岛素,Drug,14745,14748
710,心力衰竭,Disease,14753,14757
711,二甲双胍,Drug,14807,14811
712,SUs,Drug,14812,14815
713,甘精胰岛素,Drug,14819,14824
714,心力衰竭,Disease,14829,14833
715,心力衰竭,Disease,14846,14850
716,HDL-C,Test,4003,4008
717,T2DM,Disease,569,573
718,T2DM,Disease,712,716
719,T2DM,Disease,757,761
720,T2DM,Disease,1445,1449
721,T2DM,Disease,2615,2619
722,T2DM,Disease,2665,2669
723,T2DM,Disease,2758,2762
724,T2DM,Disease,2796,2800
725,T2DM,Disease,2829,2833
726,T2DM,Disease,2857,2861
727,T2DM,Disease,2944,2948
728,T2DM,Disease,3015,3019
729,T2DM,Disease,3065,3069
730,T2DM,Disease,3122,3126
731,T2DM,Disease,3179,3183
732,T2DM,Disease,3236,3240
733,T2DM,Disease,3267,3271
734,T2DM,Disease,3310,3314
735,T2DM,Disease,3433,3437
736,T2DM,Disease,3576,3580
737,T2DM,Disease,3648,3652
738,T2DM,Disease,3822,3826
739,T2DM,Disease,3871,3875
