,entity,label,start,end
96,胰岛素,Drug,3630,3633
97,GLP-1RA,Drug,3836,3843
98,GLP—lRA,Drug,3789,3796
99,非酒精性脂肪肝,Disease,3922,3929
100,胰高血糖素样肽一l受体激动剂,Drug,455,470
101,肠道细胞,Anatomy,299,304
102,DPP-4i,Drug,2503,2509
103,利拉鲁肽,Drug,540,544
104,DPP一4i,Drug,607,614
105,HBA1C,Test,3052,3057
106,>7.5%,Test_Value,3060,3065
107,肠促胰素,Anatomy,785,789
108,心血管事件风险,Disease,2926,2933
109,DPP一4i,Drug,2851,2857
110,心血管事件风险,Disease,2868,2875
111,2型糖尿病,Disease,3028,3034
112,GLP~1RA,Drug,3254,3261
113,2型糖尿病,Disease,2481,2487
114,2型糖尿病,Disease,2681,2687
115,2型糖尿病,Disease,3450,3456
116,肾功能,Test,2624,2627
117,体重,Test,2749,2751
118,体重,Test,3230,3232
119,体重,Test,3767,3769
120,胰岛素,Anatomy,313,316
121,肠促胰素,Anatomy,324,329
122,肠促胰素,Anatomy,384,388
123,二肽基肽酶IV抑制剂,Drug,562,573
124,超重,Disease,2676,2678
125,肥胖,Disease,2679,2681
126,朋巴胖,Disease,2712,2715
127,超重,Disease,2710,2712
128,心血管疾病,Disease,2919,2925
129,心血管疾病,Disease,2862,2867
130,DPP-4i,Drug,2968,2974
131,二甲双胍,Drug,2975,2979
132,DPP-4i,Drug,3014,3020
133,二甲双胍,Drug,3021,3025
134,DPP-4i,Drug,3083,3089
135,二甲双胍,Drug,3090,3094
136,血糖,Test,3225,3227
137,超重,Disease,3671,3673
138,肥胖,Disease,3674,3677
139,超重,Disease,3707,3709
140,fie胖,Disease,3710,3714
141,超重,Disease,3772,3774
142,肥胖,Disease,3776,3778
143,超重,Disease,3798,3800
144,fie胖,Disease,3801,3805
145,非酒精性脂肪肝,Disease,3850,3858
146,2型糖尿病,Disease,3898,3904
147,沙格列汀,Drug,1443,1447
148,二甲双胍,Drug,1372,1376
149,二甲双胍,Drug,1418,1422
150,利拉鲁肽,Drug,1328,1332
151,阿格列汀,Drug,1260,1264
152,西格列汀,Drug,1231,1235
153,西格列汀,Drug,1368,1372
154,西格列汀,Drug,1394,1398
155,利格列汀,Drug,674,679
156,利格列汀,Drug,1209,1213
157,血糖,Test,410,412
158,血糖,Test,1954,1956
159,血糖,Test,2566,2568
160,血糖,Test,3128,3130
161,血糖,Test,3242,3244
162,血糖,Test,3414,3416
163,血糖,Test,3428,3430
164,沙格列汀,Drug,1157,1161
165,沙格列汀,Drug,1414,1418
166,艾塞那肽,Drug,1296,1300
167,维格列汀,Drug,1184,1188
168,DPP-4i,Drug,2251,2257
